Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) FRT_U1,Coverage (%) FRT_U2,Coverage (%) FRT_PM2,Coverage (%) FRT_PM1,Coverage (%) Fluid_U2,Coverage (%) Fluid_U1,Coverage (%) Fluid_PM1,Coverage (%) Fluid_PM2,Area FRT_U1,Area FRT_U2,Area FRT_PM2,Area FRT_PM1,Area Fluid_U2,Area Fluid_U1,Area Fluid_PM1,Area Fluid_PM2,Peptides,Unique,Spec FRT_U1,Spec FRT_U2,Spec FRT_PM2,Spec FRT_PM1,Spec Fluid_U2,Spec Fluid_U1,Spec Fluid_PM1,Spec Fluid_PM2,PTM,Avg. Mass,Description
75,153,FBgn0266064,335.63,65,63,59,62,64,61,50,46,42,4.4025E8,5.0872E8,5.2287E8,5.2009E8,1.8863E8,9.81E7,3.7534E7,2.8129E7,40,40,309,281,281,241,240,150,117,88,Carbamidomethylation; Oxidation (M); Deamidation (NQ),81754,FBpp0082496
267,164,FBgn0010482,335.61,40,21,30,32,35,0,0,0,0,5.7939E7,9.0102E7,1.1936E8,1.4492E8,,,,,50,50,80,126,115,145,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),204725,FBpp0290637
181,121,FBgn0261439,335.43,60,49,56,60,60,2,4,0,0,3.3906E8,4.4472E8,4.3353E8,4.5254E8,2.5328E4,0,,,34,34,180,202,182,193,1,2,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),72343,FBpp0085736
126,114,FBgn0012034,335.20,68,55,62,60,59,62,62,51,47,2.3536E8,3.3195E8,2.4529E8,1.9003E8,3.7443E8,1.3436E8,5.1549E7,3.0452E7,44,44,136,130,123,101,201,140,89,86,Carbamidomethylation; Oxidation (M); Deamidation (NQ),75946,FBpp0078067
114,142,FBgn0266446,335.05,62,50,57,56,54,13,7,1,0,1.0371E9,9.2485E8,1.1453E9,9.2705E8,1.1847E6,8.5102E5,,,44,42,289,252,265,273,10,7,1,0,Carbamidomethylation; Deamidation (NQ),68642,FBpp0310812
101,739,FBgn0002773,335.04,84,84,80,84,80,48,46,33,19,8.8888E8,8.7369E8,9.2025E8,7.9887E8,1.5731E7,1.189E6,2.6971E6,1.1623E6,28,28,321,298,303,260,31,29,9,5,Oxidation (M); Deamidation (NQ),23714,FBpp0088688
157,211,FBgn0000053,334.83,54,32,29,31,36,49,31,35,26,1.4002E8,1.5453E8,1.231E8,8.2564E7,2.7254E8,8.0592E7,2.5188E7,1.6998E7,60,60,95,93,84,82,209,110,80,52,Carbamidomethylation; Oxidation (M); Deamidation (NQ),144525,FBpp0079059
182,174,FBgn0261800,333.51,29,21,23,25,22,19,15,13,7,1.0776E8,1.0718E8,1.7263E8,1.4616E8,1.6904E7,6.1281E6,2.0218E6,1.0153E6,50,50,143,135,146,144,41,30,20,11,Carbamidomethylation; Oxidation (M); Deamidation (NQ),198333,FBpp0079113
163,157,FBgn0003071,332.85,47,37,35,39,42,45,42,34,34,6.7878E7,8.6166E7,8.9431E7,8.8071E7,1.7354E8,5.624E7,1.3815E7,1.5263E7,34,34,92,108,93,82,159,105,97,48,Carbamidomethylation; Oxidation (M); Deamidation (NQ),105187,FBpp0087506
151,103,FBgn0023143,331.68,56,31,31,34,36,52,40,29,30,5.9043E7,6.9172E7,8.4109E7,6.5607E7,1.0122E8,4.1424E7,7.8421E6,1.1912E7,51,51,103,94,101,87,170,87,89,62,Carbamidomethylation; Oxidation (M); Deamidation (NQ),130758,FBpp0087583
116,45,FBgn0036824,331.62,75,73,75,74,71,49,38,44,20,9.5714E8,1.0969E9,9.2545E8,7.6508E8,1.9386E7,1.4066E7,8.8845E6,2.5298E6,32,31,302,243,269,222,42,34,18,12,Carbamidomethylation; Oxidation (M); Deamidation (NQ),45366,FBpp0074843
103,89,FBgn0001125,331.25,76,68,74,74,76,45,37,48,33,8.4936E8,8.4541E8,7.6675E8,7.3999E8,1.411E7,8.6336E6,7.6159E6,3.1589E6,40,39,327,239,271,274,32,23,22,15,Carbamidomethylation; Oxidation (M); Deamidation (NQ),48172,FBpp0077537
88,63,FBgn0250906,330.28,84,83,80,79,79,80,84,75,78,5.6675E8,3.5815E8,4.1923E8,3.969E8,3.5692E8,2.6436E8,8.5558E7,1.0181E8,34,34,219,189,178,158,223,156,205,105,Carbamidomethylation; Oxidation (M); Deamidation (NQ),43862,FBpp0077419
82,102,FBgn0001233,329.11,67,49,51,52,57,59,51,42,40,3.698E8,4.2208E8,4.1639E8,3.4706E8,4.3416E8,1.5552E8,2.8629E7,5.7476E7,46,43,229,245,227,171,246,149,148,78,Carbamidomethylation; Oxidation (M); Deamidation (NQ),81865,FBpp0072904
120,44,FBgn0010397,327.89,75,72,66,69,67,16,10,0,0,7.9648E8,9.6586E8,9.6686E8,8.8947E8,2.6553E6,1.7572E5,,,54,52,269,255,260,226,15,6,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),72102,FBpp0305369
183,125,FBgn0039897,327.44,50,36,37,41,45,34,25,22,20,1.5048E8,1.6096E8,2.4019E8,2.4701E8,1.1356E8,4.028E7,4.3635E6,4.8831E6,38,38,104,92,118,113,111,62,37,19,Carbamidomethylation; Oxidation (M); Deamidation (NQ),101617,FBpp0300430
56,146,FBgn0003890,326.71,80,56,67,67,67,80,74,70,58,7.3157E7,3.4825E7,8.3426E7,7.6234E7,5.6083E7,3.571E7,1.4362E7,1.9651E7,39,18,275,276,285,263,311,264,229,159,Carbamidomethylation; Oxidation (M); Deamidation (NQ),51253,FBpp0289838
130,118,FBgn0286784,326.66,57,38,41,41,45,54,42,45,37,1.4342E8,1.8211E8,1.8036E8,1.4229E8,1.0639E8,3.5991E7,4.8773E6,1.2359E7,40,40,159,161,156,142,121,73,77,45,Carbamidomethylation; Oxidation (M); Deamidation (NQ),92055,FBpp0111818
199,21,FBgn0001220,326.01,60,53,55,57,59,9,7,9,0,2.463E8,3.2572E8,2.6232E8,2.0507E8,8.5979E5,1.5496E5,3.3305E5,,45,41,155,142,136,129,12,7,6,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),74066,FBpp0086694
194,152,FBgn0016075,325.92,20,15,19,18,18,3,1,1,0,6.1773E8,9.4676E8,9.5223E8,9.8286E8,6.5947E5,1.4064E5,3.2604E4,,41,41,153,167,192,188,6,2,2,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),193776,FBpp0078672
138,17,FBgn0001186,324.53,74,71,72,74,72,74,67,46,30,1.9629E8,3.0088E8,2.6931E8,2.7217E8,1.1049E8,4.3127E7,6.3924E6,3.7046E6,29,29,181,197,178,178,123,83,43,20,Carbamidomethylation; Oxidation (M); Deamidation (NQ),59229,FBpp0071296
160,156,FBgn0027835,324.37,48,32,40,47,43,42,35,32,28,1.1287E8,1.5252E8,1.8899E8,1.4224E8,1.2846E8,3.8758E7,1.3763E7,1.2786E7,57,57,111,119,131,102,127,63,50,38,Carbamidomethylation; Oxidation (M); Deamidation (NQ),144276,FBpp0085860
165,143,FBgn0002645,324.35,55,27,33,36,37,48,38,32,32,1.1143E8,1.9735E8,2.1532E8,1.9483E8,1.2653E8,5.3515E7,1.6209E7,1.1005E7,46,46,114,114,131,124,116,54,46,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ),126669,FBpp0085235
307,176,FBgn0050069,323.23,20,9,16,15,15,5,2,1,0,3.0793E7,1.3401E8,1.5071E8,2.8495E8,1.1965E7,2.4751E6,4.6724E5,,62,62,50,98,105,113,18,6,2,0,Oxidation (M); Deamidation (NQ),460964,FBpp0086659
156,175,FBgn0262511,322.74,38,31,32,38,37,27,29,25,22,3.7076E8,4.2717E8,4.3863E8,4.3593E8,5.2611E7,5.0275E7,1.767E7,1.2946E7,35,35,161,157,189,169,60,64,40,29,Carbamidomethylation; Oxidation (M); Deamidation (NQ),92390,FBpp0288470
68,287,FBgn0003721,322.72,26,26,26,26,26,18,18,17,12,3.4641E9,2.8586E9,2.9757E9,3.0522E9,3.5922E7,2.0276E7,6.0039E6,3.7821E6,36,34,518,321,444,414,45,39,22,14,Carbamidomethylation; Oxidation (M); Deamidation (NQ),80053,FBpp0088904
237,79,FBgn0020653,322.08,61,48,51,51,53,61,45,51,37,8.4953E7,4.6347E7,1.2095E8,1.1486E8,4.1832E7,3.5596E7,1.0495E7,8.4375E6,32,32,69,76,93,79,78,49,72,23,Carbamidomethylation; Oxidation (M); Deamidation (NQ),64323,FBpp0071116
111,30,FBgn0029823,320.10,64,58,58,58,51,60,61,56,56,6.9463E8,3.057E8,3.9355E8,4.1174E8,2.7936E8,1.542E8,2.8917E7,6.814E7,39,39,190,139,150,112,168,147,110,67,Carbamidomethylation; Oxidation (M); Deamidation (NQ),58801,FBpp0070792
231,97,FBgn0265297,319.95,60,57,54,55,59,35,21,35,18,1.4817E8,2.2223E8,1.9471E8,1.7523E8,1.0219E7,1.1867E7,3.6937E6,2.1716E6,33,33,115,114,113,100,37,31,19,17,Carbamidomethylation; Oxidation (M); Deamidation (NQ),69925,FBpp0085915
175,124,FBgn0028646,318.71,58,55,53,57,55,0,0,0,0,4.7314E8,5.6633E8,5.2106E8,4.3164E8,,,,,39,38,205,197,202,177,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),78333,FBpp0297541
93,80,FBgn0001187,318.09,73,63,70,73,73,73,70,66,69,3.1424E8,1.7094E8,2.2133E8,1.8796E8,2.9106E8,1.9677E8,5.1152E7,7.274E7,28,28,140,141,136,101,215,136,196,90,Carbamidomethylation; Oxidation (M); Deamidation (NQ),50738,FBpp0086530
221,533,FBgn0010516,316.53,74,74,74,74,74,43,28,41,13,5.1511E8,4.1111E8,3.4137E8,2.3796E8,3.9627E6,2.5828E6,2.2471E6,9.1095E5,25,25,143,167,157,101,17,30,14,5,Carbamidomethylation; Deamidation (NQ),34181,FBpp0087186
115,133,FBgn0037146,316.12,53,47,45,50,50,23,19,22,20,6.5389E8,8.1138E8,8.0049E8,6.5592E8,1.09E7,3.6829E6,1.8404E6,2.1617E6,32,32,285,279,278,223,24,16,29,14,Carbamidomethylation; Oxidation (M); Deamidation (NQ),84092,FBpp0078130
287,154,FBgn0029155,316.12,55,46,44,52,51,9,7,2,0,1.6042E8,1.9838E8,2.0652E8,1.8914E8,1.6486E4,9.637E4,,,33,30,118,116,117,105,6,5,1,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),69489,FBpp0290922
161,202,FBgn0037643,316.01,51,51,49,49,49,23,21,16,9,4.0661E8,3.087E8,3.9747E8,4.3597E8,2.8622E6,2.5342E6,2.2234E6,7.7015E5,29,29,222,193,220,186,11,11,10,5,Carbamidomethylation; Oxidation (M); Deamidation (NQ),54911,FBpp0291000
247,69,FBgn0033919,315.90,73,60,64,70,66,11,17,7,0,1.5863E8,2.2252E8,2.3495E8,2.1992E8,9.0439E5,1.4568E6,1.3728E4,,34,34,132,127,136,113,10,7,1,0,Oxidation (M); Deamidation (NQ),68024,FBpp0308989
259,171,FBgn0263391,315.26,23,21,21,21,21,4,4,3,3,1.2654E8,1.4345E8,1.5378E8,1.3776E8,9.3491E5,1.039E6,1.6376E5,1.1023E5,35,35,105,118,121,114,9,8,12,6,Carbamidomethylation; Oxidation (M); Deamidation (NQ),205201,FBpp0301121
89,191,FBgn0028984,314.05,75,71,71,71,62,75,71,74,57,2.535E8,2.1991E8,2.3318E8,2.5866E8,4.6031E8,2.994E8,8.4013E7,7.9785E7,38,37,114,131,120,111,305,240,178,123,Carbamidomethylation; Oxidation (M); Deamidation (NQ),48476,FBpp0082595
225,244,FBgn0003137,313.99,23,13,15,19,19,9,8,6,3,7.7401E7,1.1343E8,1.5452E8,1.6335E8,1.6772E7,5.9173E6,1.8307E6,6.2776E5,51,51,102,119,136,127,37,23,16,8,Carbamidomethylation; Oxidation (M); Deamidation (NQ),313034,FBpp0291051
81,38,FBgn0039737,313.13,66,60,58,64,64,36,35,46,37,1.1656E9,6.4982E8,9.8244E8,1.0436E9,1.753E7,1.3185E7,5.4871E6,6.3512E6,26,26,395,395,385,300,32,28,53,21,Carbamidomethylation; Oxidation (M); Deamidation (NQ),51855,FBpp0084968
223,76,FBgn0037138,312.79,66,59,58,64,61,6,3,3,0,2.1709E8,1.15E8,2.4717E8,2.8865E8,2.6621E5,0,1.5565E4,,38,37,131,141,150,157,3,1,1,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),63667,FBpp0078099
208,135,FBgn0027621,312.31,61,41,42,44,38,59,50,45,36,9.0676E7,1.1953E8,7.9512E7,7.6558E7,1.4014E8,4.6609E7,1.2744E7,1.0468E7,35,35,86,85,63,57,131,84,54,39,Carbamidomethylation; Oxidation (M); Deamidation (NQ),79161,FBpp0074485
198,93,FBgn0036762,312.20,75,51,64,64,68,28,21,17,22,3.688E8,1.7634E8,3.2787E8,3.8709E8,1.4719E6,1.9098E6,1.9015E5,2.6069E5,28,28,163,167,170,159,13,10,8,9,Carbamidomethylation; Oxidation (M); Deamidation (NQ),53085,FBpp0074906
119,221,FBgn0003279,311.65,61,56,56,58,58,53,57,44,37,6.1046E8,4.0494E8,4.6872E8,5.6576E8,3.4956E7,3.8575E7,7.8638E6,5.2993E6,35,35,210,195,180,180,76,88,48,27,Carbamidomethylation; Oxidation (M); Deamidation (NQ),45026,FBpp0084617
177,52,FBgn0016693,310.99,76,62,63,58,63,76,65,54,49,1.323E8,1.4005E8,1.5588E8,1.7145E8,2.4763E8,7.0019E7,2.4926E7,1.1352E7,42,42,94,82,88,95,136,77,57,44,Carbamidomethylation; Oxidation (M); Deamidation (NQ),61581,FBpp0082123
238,70,FBgn0026418,309.64,59,38,43,47,44,58,39,36,35,4.6015E7,1.3739E8,8.6893E7,6.5303E7,7.4191E7,2.5568E7,6.8949E6,1.3427E7,38,37,69,80,83,77,101,66,67,38,Carbamidomethylation; Oxidation (M); Deamidation (NQ),91903,FBpp0292999
71,12,FBgn0020513,309.62,72,62,62,64,64,66,62,59,60,5.6811E8,4.1474E8,4.4502E8,3.7608E8,4.139E8,2.6789E8,1.1742E8,9.5124E7,37,37,259,269,223,189,307,197,123,92,Carbamidomethylation; Oxidation (M); Deamidation (NQ),47282,FBpp0073538
155,120,FBgn0029176,309.29,65,60,54,55,60,59,55,51,51,3.7083E8,2.4047E8,2.6813E8,2.9135E8,7.5126E7,8.1559E7,2.7415E7,2.4793E7,32,32,158,158,149,139,93,84,46,37,Carbamidomethylation; Oxidation (M); Deamidation (NQ),48968,FBpp0084761
149,54,FBgn0033663,309.27,65,62,57,62,62,18,26,14,5,4.1747E8,3.2023E8,3.6288E8,4.1807E8,8.2605E5,2.0217E6,2.9587E5,1.4638E5,30,30,232,215,230,220,10,10,10,2,Carbamidomethylation; Oxidation (M); Deamidation (NQ),55371,FBpp0087164
62,341,FBgn0004117,309.03,71,71,69,69,69,42,54,29,18,2.3354E9,2.5157E9,2.4341E9,2.2149E9,2.3892E7,1.4539E7,2.5589E6,1.2354E6,40,38,513,445,524,480,33,21,8,4,Carbamidomethylation; Oxidation (M); Deamidation (NQ),32807,FBpp0082535
170,62,FBgn0031418,309.02,81,73,81,81,81,81,77,80,66,1.9575E8,3.1669E8,1.9292E8,1.8354E8,1.6562E8,1.9459E8,6.8491E7,3.4668E7,28,28,107,95,108,87,143,96,73,44,Carbamidomethylation; Oxidation (M); Deamidation (NQ),37286,FBpp0077468
92,299,FBgn0262782,308.85,90,64,68,64,77,61,58,53,62,5.6349E8,5.5516E8,4.4413E8,2.9346E8,5.1609E8,2.8623E8,1.2749E8,1.0063E8,37,37,237,185,183,137,203,140,85,66,Carbamidomethylation; Oxidation (M); Deamidation (NQ),36059,FBpp0079640
142,250,FBgn0030362,308.69,80,77,76,74,74,80,77,80,65,3.2876E8,2.8636E8,2.4415E8,1.993E8,2.0587E8,4.7678E7,6.408E7,4.0903E7,26,26,185,141,132,117,135,113,68,39,Carbamidomethylation; Oxidation (M); Deamidation (NQ),35360,FBpp0073422
169,162,FBgn0037447,308.42,52,30,36,36,41,51,44,42,41,2.6538E7,7.8977E7,6.1065E7,8.3479E7,2.9774E8,9.847E7,2.2607E7,2.2664E7,38,38,50,81,73,76,171,104,99,51,Carbamidomethylation; Oxidation (M),81629,FBpp0081226
314,187,FBgn0011747,308.39,42,15,25,27,31,32,27,18,11,2.1714E7,5.3091E7,5.0359E7,4.7972E7,3.969E7,1.1781E7,3.7325E6,1.9413E6,48,48,44,64,66,77,64,37,26,15,Carbamidomethylation; Oxidation (M); Deamidation (NQ),170167,FBpp0088240
148,37,FBgn0030478,308.14,69,61,62,67,63,54,56,50,45,3.7014E8,2.342E8,3.077E8,3.236E8,7.0471E7,4.5795E7,1.0027E7,1.3791E7,32,32,169,152,182,147,102,75,72,36,Carbamidomethylation; Oxidation (M); Deamidation (NQ),64047,FBpp0073600
373,134,FBgn0032382,308.09,64,32,34,27,33,57,57,40,23,2.812E7,3.461E7,2.8627E7,1.9026E7,1.0482E8,3.1863E7,1.2864E7,3.1512E6,30,30,39,37,26,26,84,53,28,16,Oxidation (M); Deamidation (NQ),67014,FBpp0423050
248,203,FBgn0263236,307.41,56,29,36,37,40,54,38,35,38,3.9588E7,6.0602E7,5.316E7,6.3049E7,8.3259E7,2.3565E7,4.5062E6,1.0776E7,47,42,40,55,51,54,112,57,76,48,Carbamidomethylation; Oxidation (M); Deamidation (NQ),108023,FBpp0084769
292,209,FBgn0027094,306.85,52,26,25,28,29,51,33,24,26,2.9495E7,3.4997E7,3.1826E7,2.4341E7,7.2128E7,1.5431E7,3.2678E6,7.0733E6,39,39,50,41,46,41,114,53,51,35,Carbamidomethylation; Oxidation (M); Deamidation (NQ),107741,FBpp0089366
341,131,FBgn0267408,306.32,46,27,21,28,32,37,31,19,20,2.8512E7,3.9155E7,5.2912E7,5.4896E7,3.6823E7,3.9518E7,9.5377E6,3.4471E6,45,40,46,44,48,47,68,42,24,23,Carbamidomethylation; Oxidation (M); Deamidation (NQ),139125,FBpp0082608
299,101,FBgn0001308,306.24,55,34,37,42,44,44,35,14,23,2.8678E7,3.4436E7,4.9706E7,4.4117E7,3.814E7,1.697E7,4.8223E5,2.3727E6,47,47,47,60,64,65,78,41,18,21,Carbamidomethylation; Oxidation (M); Deamidation (NQ),110399,FBpp0086328
213,224,FBgn0037891,305.95,56,48,51,48,55,7,7,5,2,2.6947E8,2.2365E8,3.2435E8,3.773E8,1.0284E6,1.0333E6,7.9036E4,1.5447E5,24,24,135,159,177,147,6,3,3,1,Carbamidomethylation; Oxidation (M),49924,FBpp0081834
192,99,FBgn0035811,305.23,68,67,67,68,68,33,38,33,21,4.4325E8,5.7225E8,5.2292E8,4.4912E8,4.6337E6,4.6796E6,2.8696E6,1.4212E6,36,36,163,167,176,159,16,18,15,9,Carbamidomethylation; Oxidation (M); Deamidation (NQ),45872,FBpp0076520
164,59,FBgn0001098,304.65,67,64,67,67,67,14,15,5,1,4.9227E8,5.4561E8,4.4943E8,4.2574E8,4.1493E6,1.3663E6,9.1569E4,3.9699E4,37,37,226,203,196,172,10,8,3,1,Carbamidomethylation; Oxidation (M); Deamidation (NQ),62536,FBpp0088988
260,231,FBgn0023213,304.51,34,17,22,26,20,17,15,12,8,2.0707E7,4.8007E7,3.7947E7,4.4827E7,7.4697E6,4.0866E6,2.5315E6,8.7956E5,51,50,60,81,91,77,51,36,21,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),211122,FBpp0111817
139,41,FBgn0261955,304.22,61,59,52,59,56,30,24,27,19,8.6658E8,5.2955E8,7.443E8,8.1656E8,9.0126E6,9.1362E6,5.0544E6,2.824E6,34,33,234,216,230,201,19,15,19,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),58217,FBpp0070871
121,351,FBgn0016687,303.90,77,66,59,71,71,74,71,57,54,2.8465E8,2.4127E8,1.9325E8,1.5902E8,2.0988E8,1.4917E8,5.077E7,3.8689E7,26,26,186,168,144,130,171,136,70,56,Carbamidomethylation; Oxidation (M); Deamidation (NQ),37939,FBpp0072250
145,397,FBgn0000100,303.81,75,71,68,66,68,53,51,55,36,3.6785E8,4.1071E8,3.7417E8,2.7722E8,9.1625E7,4.6528E7,2.2281E7,1.263E7,31,31,236,187,182,155,69,97,27,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ),34202,FBpp0078134
67,248,FBgn0003360,303.73,72,72,63,68,63,19,23,0,4,2.7509E9,2.7994E9,2.5806E9,2.6301E9,1.1568E6,1.0702E6,,2.0869E4,39,39,441,489,440,406,9,22,0,1,Carbamidomethylation; Oxidation (M); Deamidation (NQ),34215,FBpp0073278
95,177,FBgn0286508,303.40,86,78,84,78,78,78,79,78,58,9.6899E8,7.67E8,6.8327E8,3.5511E8,7.5348E8,5.0877E8,2.0357E8,1.2665E8,31,31,218,194,145,114,209,202,93,91,Carbamidomethylation; Oxidation (M); Deamidation (NQ),34786,FBpp0074019
64,503,FBgn0002789,303.40,85,82,82,82,82,85,81,84,84,1.8355E9,1.3203E9,1.3767E9,1.2067E9,1.2025E9,3.2229E8,3.4815E8,2.2988E8,43,43,277,260,251,307,350,179,126,100,Carbamidomethylation; Oxidation (M); Deamidation (NQ),20702,FBpp0311634
196,593,FBgn0021765,302.62,78,76,76,76,77,53,38,55,26,7.9911E8,6.5886E8,8.7346E8,5.7928E8,7.8126E6,1.1838E6,2.7984E6,1.1697E6,24,24,133,187,168,143,14,20,24,7,Carbamidomethylation; Oxidation (M); Deamidation (NQ),26905,FBpp0074285
105,4,FBgn0029990,302.36,75,75,63,71,74,61,69,45,50,6.3751E8,2.3701E8,3.0471E8,4.1531E8,2.4771E8,1.7219E8,2.7009E7,3.3716E7,34,34,196,141,132,119,207,123,93,60,Carbamidomethylation; Oxidation (M); Deamidation (NQ),46509,FBpp0071075
174,900,FBgn0031406,302.28,83,83,83,51,47,83,70,10,0,1.3816E8,5.8838E8,6.4726E6,4.4949E6,1.3165E8,6.2782E7,6.1205E3,,32,32,111,317,14,18,82,171,1,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),27446,FBpp0077481
516,111,FBgn0032721,302.23,61,31,32,35,39,51,38,27,16,3.3094E7,3.4237E7,3.06E7,3.145E7,3.4825E7,1.0454E7,3.037E6,1.7513E6,29,29,29,30,29,32,51,27,16,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),76882,FBpp0312552
209,631,FBgn0038257,302.04,81,76,80,81,80,81,81,79,62,9.6147E7,1.236E8,7.5107E7,5.8212E7,1.3181E8,4.4124E7,3.5987E7,2.5491E7,22,22,85,95,75,64,108,137,52,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ),33737,FBpp0307825
398,34,FBgn0036857,301.32,64,59,55,59,59,17,11,5,7,1.7425E8,6.1475E7,9.5406E7,8.6196E7,1.2108E6,5.7158E5,7.7316E4,1.0835E5,26,26,87,57,59,61,7,5,3,3,Carbamidomethylation; Oxidation (M); Deamidation (NQ),58314,FBpp0074784
110,1,FBgn0035917,300.94,68,53,67,67,65,38,16,25,17,6.3687E8,4.7316E8,6.1616E8,5.4915E8,3.8026E7,6.5485E6,1.0823E7,1.0511E7,30,30,218,238,236,225,61,33,31,17,Oxidation (M),47597,FBpp0088529
78,384,FBgn0031908,300.91,79,75,72,72,72,79,79,70,66,7.2297E8,6.8262E8,5.2741E8,4.3489E8,1.0398E9,3.6511E8,2.4311E8,1.667E8,32,32,221,180,164,148,276,332,109,87,Carbamidomethylation; Oxidation (M); Deamidation (NQ),31253,FBpp0079069
394,130,FBgn0008635,300.91,42,37,37,37,34,26,21,13,16,1.9339E7,3.8456E7,3.451E7,3.4119E7,1.7767E7,2.706E6,3.0938E5,1.564E6,31,31,60,59,56,48,29,19,12,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),107407,FBpp0074348
279,136,FBgn0041789,300.69,67,43,50,55,60,41,26,19,12,8.5252E7,6.2725E7,9.893E7,8.4765E7,1.827E7,7.355E6,7.6838E6,4.7402E6,25,25,91,84,104,84,40,19,16,14,Carbamidomethylation; Oxidation (M); Deamidation (NQ),64687,FBpp0080754
518,333,FBgn0011286,300.44,16,4,10,11,12,0,0,0,0,4.4599E6,2.2433E7,2.2329E7,2.1422E7,,,,,62,62,22,52,59,56,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),581422,FBpp0293114
362,74,FBgn0002525,300.36,67,59,49,47,59,3,0,0,0,1.2322E8,1.363E8,1.418E8,1.1291E8,0,,,,39,37,93,78,72,78,1,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),71300,FBpp0078733
382,254,FBgn0029969,300.34,68,68,68,68,60,5,7,16,5,9.995E7,1.0234E8,9.3966E7,1.0617E8,2.7181E5,4.9975E5,5.7318E5,2.0824E5,22,22,77,73,94,80,2,4,4,2,Carbamidomethylation; Oxidation (M); Deamidation (NQ),43470,FBpp0071095
179,117,FBgn0003748,299.95,62,54,57,59,59,55,47,44,32,3.6421E8,3.3415E8,2.8905E8,2.9211E8,1.8697E8,6.4465E7,1.4011E7,8.3374E6,34,34,126,110,110,103,108,101,38,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ),67689,FBpp0071468
201,105,FBgn0001089,299.36,71,44,49,45,52,67,54,33,27,7.4445E7,1.2689E8,1.0552E8,1.0632E8,1.6703E8,5.5995E7,1.6514E7,1.1935E7,35,34,90,99,79,74,118,76,35,40,Carbamidomethylation; Oxidation (M); Deamidation (NQ),75362,FBpp0078861
407,234,FBgn0267488,299.10,39,15,25,24,31,5,6,2,2,2.3084E7,5.5918E7,6.7822E7,6.4734E7,1.8819E6,1.1722E6,3.0607E5,1.5468E5,49,49,38,61,66,69,9,9,5,4,Carbamidomethylation; Oxidation (M); Deamidation (NQ),202782,FBpp0079165
273,199,FBgn0038349,298.84,47,25,30,31,35,39,34,14,21,2.8324E7,4.4254E7,4.474E7,5.2616E7,4.6941E7,2.648E7,2.1837E6,4.0268E6,47,41,52,68,72,74,95,47,35,26,Carbamidomethylation; Oxidation (M); Deamidation (NQ),137887,FBpp0082605
70,223,FBgn0038294,298.73,72,72,72,72,72,22,0,7,0,1.9406E9,1.6687E9,1.9032E9,1.5778E9,9.6518E5,,1.6139E4,,37,37,438,371,391,394,8,0,2,0,Oxidation (M); Deamidation (NQ),41667,FBpp0082490
122,138,FBgn0014863,298.71,64,52,54,60,60,50,45,47,40,1.3832E8,1.1544E8,1.7197E8,2.3259E8,3.8971E7,1.8035E7,6.2766E6,1.0495E7,25,24,168,183,195,179,100,77,53,30,Carbamidomethylation; Oxidation (M); Deamidation (NQ),53526,FBpp0081133
266,184,FBgn0014031,298.62,62,52,54,56,58,62,60,58,45,8.0903E7,1.0685E8,7.4172E7,5.464E7,7.2753E7,5.5426E7,1.9217E7,1.5217E7,26,26,64,93,70,62,86,74,34,28,Carbamidomethylation; Oxidation (M); Deamidation (NQ),43800,FBpp0070875
197,193,FBgn0037580,298.39,62,36,43,54,48,59,52,44,31,7.7017E7,9.5979E7,1.2743E8,9.8906E7,1.4651E8,4.1864E7,1.274E7,1.1049E7,44,44,87,74,91,72,128,62,34,30,Carbamidomethylation; Oxidation (M); Deamidation (NQ),89194,FBpp0081331
281,277,FBgn0020370,297.91,46,24,25,33,30,34,25,20,19,3.9136E7,3.425E7,4.8996E7,4.5839E7,3.7182E7,1.277E7,4.149E6,4.0966E6,55,55,55,67,69,57,73,34,27,27,Carbamidomethylation; Oxidation (M); Deamidation (NQ),158737,FBpp0086887
311,81,FBgn0286222,297.85,65,48,57,59,61,40,45,29,25,1.4758E8,8.9569E7,1.7082E8,1.8269E8,9.6191E6,7.3886E6,1.562E6,2.2605E6,31,30,68,80,82,94,28,22,22,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),53576,FBpp0070914
