Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,FRT_U1 Area,FRT_U2 Area,FRT_PM2 Area,FRT_PM1 Area,Fluid_U2 Area,Fluid_U1 Area,Fluid_PM1 Area,Fluid_PM2 Area,FRT_U1 Area (top-3 peptides),FRT_U2 Area (top-3 peptides),FRT_PM2 Area (top-3 peptides),FRT_PM1 Area (top-3 peptides),Fluid_U2 Area (top-3 peptides),Fluid_U1 Area (top-3 peptides),Fluid_PM1 Area (top-3 peptides),Fluid_PM2 Area (top-3 peptides),Sample Profile (Ratio),Tissue Area,Fluid Area,Tissue Area (top-3 peptides),Fluid Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
196,180,FBgn0028325,200.00,21,8,8,Carbamidomethylation,6.0023E6,1.6041E8,1.3749E8,1.3948E8,5.3799E6,1.4554E7,2.5487E7,2.3629E6,4.9944E6,1.0178E8,7.4074E7,7.5375E7,3.4316E6,8.0792E6,1.5284E7,2.3629E6,0.07:1.37:1.00:1.02:0.05:0.11:0.21:0.03,1.1791E8,1.6051E7,6.9496E7,9.0361E6,1.00:0.13,48876,FBpp0070679
198,113,FBgn0024958,200.00,17,12,12,Carbamidomethylation; Oxidation (M),7.1649E6,8.3347E6,1.0409E7,1.1105E7,3.9426E7,2.7358E7,3.1753E7,3.8885E7,2.9407E6,3.3429E6,4.0137E6,3.8259E6,1.5645E7,1.7313E7,1.8772E7,1.9503E7,0.73:0.83:1.00:0.95:3.90:4.31:4.68:4.86,9.3772E6,3.6459E7,3.5308E6,1.7808E7,1.00:5.04,98804,FBpp0083720
201,192,FBgn0001124,200.00,28,11,11,Carbamidomethylation; Oxidation (M),4.6875E7,3.2452E7,2.9649E7,1.5178E7,1.896E8,1.0068E7,2.7097E8,2.4514E8,2.2694E7,1.8446E7,1.2747E7,7.923E6,1.0755E8,2.8208E6,1.5707E8,1.5702E8,1.78:1.45:1.00:0.62:8.44:0.22:12.32:12.32,3.1967E7,2.0641E8,1.5611E7,1.1677E8,1.00:7.48,48579,FBpp0086370
204,239,FBgn0004169,200.00,26,12,12,Oxidation (M),4.8706E7,4.5906E8,1.1872E8,1.6242E8,1.3244E7,1.1316E8,3.7692E6,6.9954E6,2.9578E7,2.3016E8,7.0991E7,8.5018E7,7.9612E6,6.852E7,1.7069E6,4.9536E6,0.42:3.24:1.00:1.20:0.11:0.97:0.02:0.07,1.9723E8,4.0531E7,1.0394E8,2.1324E7,1.00:0.21,47448,FBpp0073682
208,98,FBgn0022355,200.00,23,15,15,Carbamidomethylation; Deamidation (NQ),1.3976E7,3.4538E7,2.8537E7,1.7515E7,2.7959E8,1.0955E8,1.1722E8,1.8534E8,4.7507E6,1.2759E7,9.1736E6,8.1631E6,1.0375E8,4.1267E7,3.6318E7,7.3564E7,0.52:1.39:1.00:0.89:11.31:4.50:3.96:8.02,2.4656E7,1.7613E8,9.0618E6,6.3847E7,1.00:7.05,71812,FBpp0074331
209,18,FBgn0001942,200.00,40,14,14,Carbamidomethylation; Oxidation (M),2.9047E7,4.4643E7,2.8715E7,2.7087E7,3.4671E8,3.1571E7,2.7395E8,4.1084E8,1.2829E7,2.3877E7,1.0968E7,1.3736E7,1.7254E8,2.0821E7,1.0798E8,1.5663E8,1.17:2.18:1.00:1.25:15.73:1.90:9.84:14.28,3.6449E7,2.7008E8,1.7845E7,1.1476E8,1.00:6.43,45879,FBpp0078806
214,615,FBgn0261989,200.00,52,10,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.0542E8,3.1301E8,2.0172E7,3.2279E7,5.8985E8,5.8693E9,2.3946E7,2.1045E7,6.659E7,1.5702E8,1.0236E7,1.8019E7,2.2333E8,3.21E9,1.3434E7,1.3778E7,6.51:15.34:1.00:1.76:21.82:64.00:1.31:1.35,1.2402E8,2.5441E9,6.3637E7,1.4372E9,1.00:22.58,31007,FBpp0292826
215,140,FBgn0030102,200.00,54,22,22,Carbamidomethylation; Oxidation (M); Deamidation (NQ),4.7553E7,1.4263E8,6.9774E7,8.4948E7,4.9883E8,7.5671E8,2.7557E8,1.748E8,1.9463E7,4.4701E7,2.3074E7,2.5602E7,1.3245E8,2.7487E8,1.0002E8,6.9655E7,0.84:1.94:1.00:1.11:5.74:11.91:4.33:3.02,8.944E7,4.2771E8,2.8408E7,1.4442E8,1.00:5.08,56068,FBpp0071271
218,751,FBgn0015221,200.00,63,14,14,Deamidation (NQ),3.8972E8,1.3092E8,2.7321E8,2.1245E8,5.6291E7,1.3379E7,2.8023E7,4.6932E7,2.1453E8,5.5615E7,1.5343E8,1.3541E8,2.7569E7,1.0141E7,1.7678E7,1.9436E7,1.40:0.36:1.00:0.88:0.18:0.07:0.12:0.13,2.6153E8,4.337E7,1.4627E8,2.3128E7,1.00:0.16,26195,FBpp0304478
221,451,FBgn0283535,200.00,68,16,16,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.1492E9,6.7583E8,9.6545E8,8.9827E8,2.8365E8,7.2944E7,3.0756E8,2.7288E8,3.8993E8,2.8176E8,3.4746E8,2.4228E8,9.6515E7,2.2099E7,1.4877E8,1.3368E8,1.12:0.81:1.00:0.70:0.28:0.06:0.43:0.38,9.2307E8,2.572E8,3.1537E8,1.0639E8,1.00:0.34,26082,FBpp0078349
229,109,FBgn0023529,200.00,2,2,2,,8.1794E6,7.33E6,9.6943E6,8.3176E6,4.8169E5,0,8.8317E4,0,8.1794E6,7.33E6,9.6943E6,8.3176E6,4.8169E5,0,8.8317E4,0,0.84:0.76:1.00:0.86:0.05:0:0.02:0,8.3803E6,2.8501E5,8.3803E6,2.8501E5,1.00:0.03,103445,FBpp0070395
235,278,FBgn0010225,200.00,26,17,17,Oxidation (M),2.2239E7,2.8938E7,2.7163E7,3.0465E7,1.3431E8,1.0137E8,4.9255E7,9.043E7,8.4214E6,9.4729E6,9.3819E6,1.1025E7,5.0302E7,4.258E7,1.5334E7,2.7728E7,0.90:1.01:1.00:1.18:5.36:4.54:1.63:2.96,2.7464E7,9.5087E7,9.5753E6,3.3986E7,1.00:3.55,88375,FBpp0078607
243,347,FBgn0024289,200.00,35,10,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8.3876E7,1.2285E8,8.8832E7,8.873E7,4.4641E8,8.7293E8,8.9956E8,3.8001E8,3.4104E7,6.2717E7,4.5005E7,5.4277E7,2.8772E8,6.0574E8,5.7927E8,2.7368E8,0.76:1.39:1.00:1.21:6.39:13.46:12.87:6.08,1.0885E8,6.509E8,5.4093E7,4.366E8,1.00:8.07,38659,FBpp0081141
249,53,FBgn0030731,200.00,9,4,4,Oxidation (M),1.0487E7,1.6144E7,1.2601E7,1.0584E7,1.2189E6,1.4531E6,1.0475E6,4.0926E6,8.9546E6,1.3194E7,9.7193E6,8.0222E6,8.2788E5,1.2361E6,3.9654E5,3.9695E6,0.92:1.36:1.00:0.83:0.09:0.13:0.04:0.41,1.2454E7,3.0178E6,9.9726E6,2.6723E6,1.00:0.27,64073,FBpp0073988
250,393,FBgn0033879,200.00,42,10,10,Carbamidomethylation; Oxidation (M),3.7296E8,2.3409E8,2.9644E8,1.7964E8,1.4444E7,4.2889E6,3.76E7,1.9738E7,2.7456E8,1.7619E8,1.8823E8,1.0324E8,7.6272E6,3.6194E6,2.2972E7,1.1459E7,1.46:0.94:1.00:0.55:0.04:0.02:0.12:0.06,2.73E8,2.3614E7,1.8712E8,1.2746E7,1.00:0.07,31582,FBpp0086770
255,482,FBgn0032773,200.00,8,3,3,Deamidation (NQ),1.6898E7,3.6078E7,4.5342E7,5.6803E7,5.5424E6,4.475E6,2.3525E6,1.2538E6,1.6898E7,3.6078E7,4.5342E7,5.6803E7,5.5424E6,4.475E6,2.3525E6,1.2538E6,0.37:0.80:1.00:1.25:0.12:0.10:0.05:0.03,3.878E7,4.1216E6,3.878E7,4.1216E6,1.00:0.11,58032,FBpp0080763
257,588,FBgn0016691,200.00,10,2,2,,2.9334E8,1.2475E8,1.9532E8,1.8306E8,6.1731E5,7.2036E5,1.4884E5,1.3422E5,2.9334E8,1.2475E8,1.9532E8,1.8306E8,6.1731E5,7.2036E5,1.4884E5,1.3422E5,1.50:0.64:1.00:0.94:0.02:0.02:0.02:0.02,1.9912E8,4.7254E5,1.9912E8,4.7254E5,1.00:0.02,22422,FBpp0082522
258,323,FBgn0039358,200.00,15,5,5,,1.0317E6,5.9705E7,4.3926E7,6.7443E7,1.999E6,1.2527E6,6.8459E6,7.1102E6,5.8619E5,4.9163E7,3.3197E7,5.5364E7,1.3482E6,2.2228E5,3.2323E6,2.8379E6,0.02:1.48:1.00:1.67:0.04:0.02:0.10:0.09,4.8629E7,4.7988E6,3.7546E7,2.2952E6,1.00:0.06,44432,FBpp0084275
259,348,FBgn0038467,200.00,6,2,2,,7.3782E5,1.5442E6,6.087E5,7.3642E5,2.2294E6,3.609E7,5.9345E5,4.3209E5,7.3782E5,1.5442E6,6.087E5,7.3642E5,2.2294E6,3.609E7,5.9345E5,4.3209E5,1.21:2.54:1.00:1.21:3.66:59.29:0.97:0.71,9.6712E5,9.8363E6,9.6712E5,9.8363E6,1.00:10.17,53798,FBpp0082816
260,373,FBgn0039635,200.00,27,9,9,,6.933E7,2.0219E8,1.599E8,1.9423E8,2.3816E7,6.5785E6,3.3814E7,1.0521E7,6.4564E7,1.1873E8,7.4272E7,9.6338E7,1.702E7,4.7906E6,1.6885E7,8.4492E6,0.87:1.60:1.00:1.30:0.23:0.06:0.23:0.11,1.6674E8,2.0471E7,8.8477E7,1.2388E7,1.00:0.14,39351,FBpp0084735
268,75,FBgn0000592,200.00,35,15,15,Carbamidomethylation; Oxidation (M),9.9333E6,1.445E7,7.6141E6,6.3409E6,1.0471E8,8.343E7,4.3156E7,3.452E7,3.8702E6,5.4322E6,3.0056E6,2.735E6,4.5318E7,3.3296E7,8.861E6,1.0471E7,1.29:1.81:1.00:0.91:15.08:11.08:2.95:3.48,9.9741E6,6.6454E7,3.7607E6,2.4487E7,1.00:6.51,61125,FBpp0075735
270,232,FBgn0035612,200.00,16,13,13,Deamidation (NQ),7.2247E7,7.4507E7,1.0425E8,1.0615E8,2.3839E7,8.5341E6,8.7835E6,2.5056E6,3.3708E7,4.161E7,5.4085E7,5.9647E7,1.1189E7,4.8955E6,5.7299E6,1.4108E6,0.62:0.77:1.00:1.10:0.21:0.09:0.11:0.03,8.9287E7,1.319E7,4.7262E7,6.4313E6,1.00:0.14,121056,FBpp0271739
276,190,FBgn0265935,200.00,37,18,18,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.5714E7,5.5108E7,4.9619E7,6.3465E7,4.1535E8,3.0968E8,1.9124E8,1.2685E8,2.1194E7,2.9081E7,2.1386E7,2.7704E7,1.7903E8,1.6981E8,1.0064E8,8.6555E7,0.99:1.36:1.00:1.30:8.37:7.94:4.71:4.05,5.5395E7,2.6634E8,2.4841E7,1.342E8,1.00:5.40,58066,FBpp0307638
278,181,FBgn0004047,200.00,55,16,16,Oxidation (M); Deamidation (NQ),1.8911E7,4.1708E7,6.3285E7,5.8732E7,5.1994E8,1.0657E7,7.618E8,7.1455E8,8.0365E6,1.3187E7,2.1091E7,1.9783E7,1.9672E8,3.5339E6,2.7583E8,2.7752E8,0.38:0.63:1.00:0.94:9.33:0.17:13.08:13.16,5.4168E7,5.591E8,1.7492E7,2.2088E8,1.00:12.63,46101,FBpp0073652
284,236,FBgn0037801,200.00,5,4,4,,3.4968E7,2.8076E7,3.4817E7,2.5702E7,3.0218E6,7.9631E5,2.2707E6,5.2539E6,2.6818E7,2.2011E7,2.7038E7,2.005E7,1.9342E6,4.7568E5,1.1047E6,5.2539E6,0.99:0.81:1.00:0.74:0.07:0.02:0.04:0.19,3.0891E7,3.345E6,2.3979E7,2.4869E6,1.00:0.10,109714,FBpp0081703
285,362,FBgn0261243,200.00,19,19,19,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.6552E7,2.3387E7,2.2298E7,2.1997E7,9.1194E7,6.4124E7,2.8313E7,7.7043E7,5.1908E6,7.1483E6,6.8555E6,6.5443E6,2.9166E7,2.4648E7,9.4451E6,2.4528E7,0.76:1.04:1.00:0.95:4.25:3.60:1.38:3.58,2.122E7,6.5876E7,6.4347E6,2.1947E7,1.00:3.41,122758,FBpp0072583
291,646,FBgn0004867,200.00,50,13,13,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.026E8,2.266E8,2.4462E8,2.6964E8,6.4618E7,2.1325E7,9.3009E7,6.3717E7,1.8373E8,1.2155E8,1.2959E8,1.3694E8,4.3773E7,1.5414E7,4.8225E7,3.9252E7,1.42:0.94:1.00:1.06:0.34:0.12:0.37:0.30,2.6086E8,6.3196E7,1.4295E8,3.8782E7,1.00:0.27,28900,FBpp0079500
297,423,FBgn0051548,200.00,39,7,7,Carbamidomethylation; Oxidation (M),1.0031E8,3.9232E7,8.4025E7,1.1656E7,4.3344E6,5.0037E5,5.9505E6,1.1851E7,6.0991E7,2.6973E7,5.8584E7,1.0733E7,2.0955E6,4.8011E5,4.5747E6,7.2406E6,1.04:0.46:1.00:0.18:0.04:0.02:0.08:0.12,6.0004E7,7.8453E6,3.932E7,5.2391E6,1.00:0.13,27157,FBpp0078385
311,322,FBgn0261458,200.00,10,7,7,Oxidation (M),8.232E5,3.4294E6,1.9322E6,1.7264E6,3.6735E7,3.7809E6,8.3663E7,6.4269E7,3.3902E4,1.6257E6,8.643E5,8.5198E5,1.9475E7,2.0519E6,6.8569E7,6.0621E7,0.04:1.88:1.00:0.99:22.53:2.37:64.00:64.00,2.6006E6,5.0144E7,1.3436E6,3.784E7,1.00:28.16,84486,FBpp0099391
313,251,FBgn0005391,200.00,13,6,6,,1.2044E6,7.3588E5,2.2426E6,1.7838E6,1.594E8,1.4595E6,2.1769E8,2.2286E8,1.1299E6,6.6348E5,2.0171E6,1.4415E6,1.3261E8,1.48E5,1.9381E8,2.0195E8,0.56:0.33:1.00:0.71:64.00:0.07:64.00:64.00,1.8113E6,1.9427E8,1.5238E6,1.7604E8,1.00:64.00,49660,FBpp0071359
315,335,FBgn0037249,200.00,18,18,18,Carbamidomethylation; Oxidation (M),4.0477E7,2.9302E7,6.3538E7,5.9963E7,2.7269E7,5.9479E6,2.7729E6,3.252E6,1.1221E7,9.0544E6,1.9501E7,1.9053E7,6.7259E6,1.2587E6,3.0218E5,1.2152E5,0.58:0.46:1.00:0.98:0.34:0.06:0.02:0.02,5.0179E7,1.2203E7,1.4707E7,2.3332E6,1.00:0.16,133880,FBpp0078584
335,309,FBgn0041194,200.00,9,3,3,,1.2863E6,2.2348E6,8.3752E5,1.3773E6,5.1947E6,4.2257E7,3.6902E6,1.567E6,1.2863E6,2.2348E6,8.3752E5,1.3773E6,5.1947E6,4.2257E7,3.6902E6,1.567E6,1.54:2.67:1.00:1.64:6.20:50.45:4.41:1.87,1.8867E6,1.4879E7,1.8867E6,1.4879E7,1.00:7.89,59480,FBpp0076654
337,144,FBgn0016123,200.00,14,8,8,Oxidation (M),5.1002E7,5.7708E7,6.1124E7,5.7813E7,1.6269E7,3.2111E6,3.1121E6,2.3714E6,2.6278E7,3.3086E7,3.0974E7,3.0878E7,8.6106E6,9.984E5,2.0907E6,1.5583E6,0.85:1.07:1.00:1.00:0.28:0.03:0.07:0.05,5.8968E7,7.3754E6,3.0304E7,3.3145E6,1.00:0.11,65262,FBpp0085095
341,516,FBgn0039697,200.00,55,11,11,Oxidation (M),4.4987E8,2.6928E8,2.6489E8,2.7598E8,1.4051E7,1.017E7,5.5451E7,2.9295E7,2.0914E8,1.0536E8,1.3388E8,1.1841E8,9.2359E6,6.2204E6,1.6193E7,1.6955E7,1.56:0.79:1.00:0.88:0.07:0.05:0.12:0.13,3.1564E8,3.2809E7,1.417E8,1.3418E7,1.00:0.09,27218,FBpp0084901
344,185,FBgn0262125,200.00,26,15,15,Carbamidomethylation; Oxidation (M),1.6929E7,2.0453E7,1.1638E7,5.2782E6,6.4253E7,5.2263E7,9.7964E6,4.7118E7,6.1725E6,7.8376E6,5.6204E6,1.4449E6,3.3627E7,2.3587E7,3.5944E6,1.5168E7,1.10:1.39:1.00:0.26:5.98:4.20:0.64:2.70,1.5104E7,4.4335E7,5.2959E6,1.9027E7,1.00:3.59,87568,FBpp0301099
345,2101,FBgn0002772,200.00,17,3,3,,1.4074E8,1.9294E8,1.4454E8,1.7726E8,4.5055E6,7.5105E6,1.4936E7,1.3225E7,1.3847E8,1.8547E8,1.402E8,1.6371E8,3.9277E6,6.0789E6,1.191E7,1.2101E7,0.99:1.32:1.00:1.17:0.03:0.04:0.08:0.09,1.6387E8,1.0044E7,1.5696E8,8.5045E6,1.00:0.05,17524,FBpp0084566
346,252,FBgn0263199,200.00,15,7,7,,5.0287E6,9.1315E6,4.4662E6,4.0526E6,1.3227E7,1.1431E8,9.5779E6,1.2702E7,1.224E6,1.8971E6,6.4377E5,7.3174E5,4.5235E6,1.1137E8,2.9223E6,8.2383E6,1.90:2.95:1.00:1.14:7.03:64.00:4.54:12.80,6.1377E6,3.7726E7,1.4137E6,3.2016E7,1.00:22.65,54127,FBpp0076282
347,321,FBgn0025724,200.00,12,10,10,Oxidation (M),1.838E6,3.494E6,4.2596E6,4.6252E6,2.3121E7,1.5606E7,6.6369E6,1.2269E7,6.5316E5,1.6478E6,1.2437E6,1.5195E6,1.2027E7,9.5393E6,5.2651E6,6.7114E6,0.53:1.32:1.00:1.22:9.67:7.67:4.23:5.40,3.9327E6,1.5582E7,1.4081E6,9.0936E6,1.00:6.46,102713,FBpp0080048
350,228,FBgn0038463,200.00,31,15,15,Carbamidomethylation; Oxidation (M),7.4713E6,2.8083E7,1.2598E7,1.324E7,8.334E7,7.5855E7,3.1114E7,2.8162E7,3.5926E6,1.048E7,5.4742E6,5.2646E6,3.1357E7,3.0484E7,1.8673E7,1.114E7,0.66:1.91:1.00:0.96:5.73:5.57:3.41:2.04,1.5925E7,5.7781E7,6.2029E6,2.5146E7,1.00:4.05,61155,FBpp0082813
351,271,FBgn0034356,200.00,7,4,4,Deamidation (NQ),1.3756E7,1.2457E7,1.3873E7,1.1935E7,1.9717E6,1.7129E6,2.1934E6,1.1567E5,1.3756E7,9.6088E6,1.0164E7,9.8279E6,1.6891E6,1.0742E5,2.1294E6,1.1567E5,1.35:0.95:1.00:0.97:0.17:0.02:0.21:0.02,1.3727E7,1.9979E6,1.0839E7,1.3472E6,1.00:0.12,70672,FBpp0085878
361,457,FBgn0028371,200.00,0,1,1,,2.4814E6,4.5786E6,4.0909E6,4.1365E6,2.4908E5,2.0001E6,2.0333E4,0,2.4814E6,4.5786E6,4.0909E6,4.1365E6,2.4908E5,2.0001E6,2.0333E4,0,0.61:1.12:1.00:1.01:0.06:0.49:0.02:0,3.8218E6,7.5651E5,3.8218E6,7.5651E5,1.00:0.20,322807,FBpp0303267
362,205,FBgn0015575,200.00,14,6,6,,1.9046E7,3.7546E7,2.5303E7,2.687E7,4.3555E6,6.8523E6,3.3337E6,8.7338E5,1.4906E7,2.6512E7,1.881E7,2.0184E7,3.0735E6,4.7E6,2.3904E6,7.0249E5,0.79:1.41:1.00:1.07:0.16:0.25:0.13:0.04,2.7191E7,4.2854E6,2.0103E7,2.7166E6,1.00:0.14,65436,FBpp0081074
368,300,FBgn0004045,200.00,17,6,6,Oxidation (M),1.3614E6,2.2151E6,2.9178E6,2.2152E6,1.6042E8,5.3965E6,2.5872E8,2.9705E8,0,8.3424E5,1.3372E6,6.7794E5,1.1807E8,8.2451E5,2.1216E8,2.5143E8,0:0.62:1.00:0.51:64.00:0.62:64.00:64.00,2.6878E6,1.9987E8,1.1966E6,1.6498E8,1.00:64.00,48712,FBpp0071354
369,256,FBgn0038326,200.00,9,3,3,Oxidation (M),1.8303E6,2.6974E5,1.5738E7,1.5659E7,1.2351E5,4.3449E4,3.1849E6,5.3429E5,1.8303E6,2.6974E5,1.5738E7,1.5659E7,1.2351E5,4.3449E4,3.1849E6,5.3429E5,0.12:0.02:1.00:1.00:0.02:0.02:0.20:0.03,8.7628E6,1.2756E6,8.7628E6,1.2756E6,1.00:0.15,42875,FBpp0082547
379,553,FBgn0005593,200.00,52,14,14,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.3631E8,1.9557E8,2.0275E8,2.8569E8,6.1812E7,1.9797E7,6.6774E7,6.2687E7,1.2745E8,8.3404E7,9.0737E7,1.1959E8,2.8035E7,1.4011E7,2.9906E7,3.2317E7,1.40:0.92:1.00:1.32:0.31:0.15:0.33:0.36,2.5665E8,5.6494E7,1.062E8,2.7344E7,1.00:0.26,29552,FBpp0079536
387,330,FBgn0034277,200.00,4,2,2,,3.5041E6,6.3402E6,7.5494E6,7.6E6,2.6305E5,2.8114E6,0,2.7231E4,3.5041E6,6.3402E6,7.5494E6,7.6E6,2.6305E5,2.8114E6,0,2.7231E4,0.46:0.84:1.00:1.01:0.03:0.37:0:0.02,6.2484E6,1.4475E6,6.2484E6,1.4475E6,1.00:0.23,69230,FBpp0088527
390,1376,FBgn0266451,200.00,66,8,8,Carbamidomethylation,2.7087E8,2.3047E8,2.633E8,1.9093E8,3.5218E7,2.1356E7,6.22E7,4.4547E7,1.9947E8,1.8166E8,2.0494E8,1.5413E8,2.6537E7,1.7311E7,4.9411E7,3.7736E7,0.97:0.89:1.00:0.75:0.13:0.08:0.24:0.18,2.3889E8,4.083E7,1.8505E8,3.2749E7,1.00:0.18,14371,FBpp0310816
392,233,FBgn0023023,200.00,33,16,16,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.0444E7,2.7797E7,2.5404E7,2.7879E7,2.0179E8,1.2106E8,1.2798E8,7.7825E7,1.0196E7,1.0365E7,1.1853E7,1.5607E7,8.0308E7,4.9907E7,5.4027E7,3.0877E7,0.86:0.87:1.00:1.32:6.78:4.21:4.56:2.61,3.1666E7,1.3941E8,1.3233E7,5.3827E7,1.00:4.07,65101,FBpp0112945
394,320,FBgn0035498,200.00,17,11,11,Carbamidomethylation; Oxidation (M),8.0712E6,2.1963E7,1.9292E7,1.9205E7,5.7646E7,4.4732E7,3.5129E7,5.5491E7,4.7484E6,1.2313E7,8.3866E6,8.7333E6,3.5085E7,2.6015E7,1.5717E7,3.9723E7,0.57:1.47:1.00:1.04:4.18:3.10:1.87:4.74,1.8292E7,5.1899E7,8.6773E6,2.9135E7,1.00:3.36,80497,FBpp0073065
401,358,FBgn0266369,200.00,7,6,6,,1.8418E7,2.0162E7,2.1151E7,1.5966E7,1.5253E6,4.4781E6,4.622E6,1.2263E6,1.2425E7,1.3451E7,1.3572E7,1.0142E7,1.5253E6,2.424E6,4.25E6,1.0805E6,0.92:0.99:1.00:0.75:0.11:0.18:0.31:0.08,1.8924E7,3.8582E6,1.2398E7,2.5722E6,1.00:0.21,98776,FBpp0080968
402,459,FBgn0283494,200.00,15,4,4,,5.4549E7,2.9684E7,3.9606E7,2.7837E7,2.621E6,3.8369E5,1.8539E6,2.0098E6,4.7305E7,2.7335E7,3.7314E7,2.7837E7,2.2191E6,3.4132E5,1.8539E6,2.0098E6,1.27:0.73:1.00:0.75:0.06:0.02:0.05:0.05,4.0979E7,2.202E6,3.7017E7,1.9799E6,1.00:0.05,26543,FBpp0072072
408,775,FBgn0011296,200.00,58,10,10,Oxidation (M),2.3823E8,1.6679E8,2.3111E8,2.3254E8,8.3343E7,3.5091E7,4.2096E7,1.0219E8,1.6817E8,1.1566E8,1.6234E8,1.5921E8,5.8734E7,2.2932E7,2.3188E7,7.0028E7,1.04:0.71:1.00:0.98:0.36:0.14:0.14:0.43,2.1721E8,6.634E7,1.5135E8,4.372E7,1.00:0.29,21309,FBpp0072009
410,386,FBgn0028689,200.00,12,5,5,Oxidation (M),2.4365E5,5.6255E5,1.3768E6,1.9247E6,1.1807E7,3.4498E5,1.9751E7,1.9196E7,2.4365E5,4.9564E5,1.1543E6,1.0011E6,8.1679E6,3.4498E5,1.6547E7,1.6044E7,0.21:0.43:1.00:0.87:7.08:0.30:14.34:13.90,1.2919E6,1.618E7,8.4819E5,1.2849E7,1.00:15.15,49377,FBpp0086603
412,408,FBgn0037513,200.00,26,6,6,Oxidation (M),0,5.7493E5,3.9611E6,2.2656E6,1.6146E7,0,3.422E7,3.1777E7,0,5.7493E5,3.4785E6,1.5918E6,1.1953E7,0,2.4325E7,2.4691E7,0:0.17:1.00:0.46:3.44:0:6.99:7.10,3.0057E6,2.7381E7,2.4275E6,2.0323E7,1.00:8.37,43800,FBpp0081276
418,282,FBgn0000244,200.00,1,1,1,,8.1545E5,1.3077E6,3.1263E6,3.5033E6,2.1078E5,5.3715E5,0,0,8.1545E5,1.3077E6,3.1263E6,3.5033E6,2.1078E5,5.3715E5,0,0,0.26:0.42:1.00:1.12:0.07:0.17:0:0,2.1882E6,3.7397E5,2.1882E6,3.7397E5,1.00:0.17,79468,FBpp0081597
419,262,FBgn0035484,200.00,24,12,12,Carbamidomethylation; Oxidation (M),7.0585E6,7.712E7,2.0069E7,2.6367E7,1.2244E8,2.1078E8,2.89E7,3.0414E7,3.3212E6,3.4798E7,8.5801E6,1.2455E7,6.182E7,1.139E8,1.4288E7,1.9559E7,0.39:4.06:1.00:1.45:7.21:13.27:1.67:2.28,3.3804E7,1.0791E8,1.4789E7,5.2566E7,1.00:3.55,59641,FBpp0073140
420,310,FBgn0034401,200.00,9,7,7,,4.7556E6,5.4805E6,7.6042E6,6.3044E6,3.8943E6,4.5695E5,1.3986E6,2.0432E6,3.3583E6,3.6689E6,5.1103E6,3.9718E6,1.6236E6,1.3147E5,8.4344E5,1.7723E6,0.66:0.72:1.00:0.78:0.32:0.03:0.17:0.35,6.0509E6,2.3532E6,4.0273E6,1.2124E6,1.00:0.30,112484,FBpp0085809
429,263,FBgn0031313,200.00,39,19,19,Oxidation (M); Deamidation (NQ),8.1421E6,1.5476E7,2.8003E7,2.1605E7,7.9148E7,5.5655E7,8.4922E7,5.5672E7,3.1158E6,4.2524E6,7.5783E6,5.5369E6,2.3168E7,2.1041E7,2.4672E7,1.3899E7,0.41:0.56:1.00:0.73:3.06:2.78:3.26:1.83,2.022E7,7.6776E7,5.1209E6,2.0695E7,1.00:4.04,61234,FBpp0077646
432,774,FBgn0285937,200.00,53,8,8,Carbamidomethylation; Oxidation (M),1.0004E8,6.603E7,7.7044E7,7.8525E7,1.3412E7,6.1887E6,6.1325E6,1.2411E7,7.1136E7,4.2365E7,4.8928E7,5.1205E7,1.021E7,4.3271E6,4.08E6,8.3564E6,1.45:0.87:1.00:1.05:0.21:0.09:0.08:0.17,8.041E7,9.5976E6,5.3408E7,6.7433E6,1.00:0.13,22763,FBpp0083503
438,400,FBgn0026409,200.00,3,1,1,,1.4443E6,1.2478E7,1.4306E7,1.3404E7,1.0653E5,1.1627E5,0,0,1.4443E6,1.2478E7,1.4306E7,1.3404E7,1.0653E5,1.1627E5,0,0,0.10:0.87:1.00:0.94:0.02:0.02:0:0,1.0408E7,1.114E5,1.0408E7,1.114E5,1.00:0.02,38850,FBpp0075461
450,488,FBgn0038922,200.00,8,3,3,,1.8074E6,5.9163E7,5.0988E7,4.6603E7,8.8636E5,3.9838E6,4.0329E6,0,1.8074E6,5.9163E7,5.0988E7,4.6603E7,8.8636E5,3.9838E6,4.0329E6,0,0.04:1.16:1.00:0.91:0.02:0.08:0.08:0,3.964E7,3.2505E6,3.964E7,3.2505E6,1.00:0.08,40382,FBpp0083588
