Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,FRT_U1 Area,FRT_U2 Area,FRT_PM2 Area,FRT_PM1 Area,FRT_U1 Area (top-3 peptides),FRT_U2 Area (top-3 peptides),FRT_PM2 Area (top-3 peptides),FRT_PM1 Area (top-3 peptides),Sample Profile (Ratio),Tissue_U Area,Tissue_PM Area,Tissue_U Area (top-3 peptides),Tissue_PM Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
627,566,FBgn0001108,5.58,4,5,5,,2.0746E6,2.1781E6,4.8237E6,4.8085E6,1.4232E6,1.7441E6,3.4676E6,3.4572E6,0.82:1.00:1.99:1.98,2.1264E6,4.8161E6,1.5836E6,3.4624E6,1.00:2.19,141217,FBpp0075498
1847,2152,FBgn0030066,5.57,5,1,1,,5.1352E4,6.5866E4,3.7949E5,3.549E5,5.1352E4,6.5866E4,3.7949E5,3.549E5,0.78:1.00:5.76:5.39,5.8609E4,3.6719E5,5.8609E4,3.6719E5,1.00:6.27,30895,FBpp0071211
1145,1657,FBgn0038771,5.56,7,1,1,,1.1199E5,9.4491E5,8.1304E5,4.6299E6,1.1199E5,9.4491E5,8.1304E5,4.6299E6,0.12:1.00:0.86:4.90,5.2845E5,2.7214E6,5.2845E5,2.7214E6,1.00:5.15,36352,FBpp0083245
2247,2200,FBgn0010406,5.54,3,1,1,,5.9064E4,1.3776E5,1.8772E5,5.3671E5,5.9064E4,1.3776E5,1.8772E5,5.3671E5,0.43:1.00:1.36:3.90,9.8413E4,3.6222E5,9.8413E4,3.6222E5,1.00:3.68,37543,FBpp0076469
794,502,FBgn0043456,5.53,17,8,8,Carbamidomethylation; Oxidation (M),3.6854E6,8.3332E6,1.018E7,1.2333E7,2.6872E6,5.8319E6,6.5864E6,9.9424E6,0.46:1.00:1.13:1.70,6.0093E6,1.1257E7,4.2596E6,8.2644E6,1.00:1.94,65354,FBpp0292905
2281,3263,FBgn0040384,5.44,3,1,1,,4.6054E4,2.5287E5,9.0425E5,7.0494E5,4.6054E4,2.5287E5,9.0425E5,7.0494E5,0.18:1.00:3.58:2.79,1.4946E5,8.046E5,1.4946E5,8.046E5,1.00:5.38,45487,FBpp0070469
239,547,FBgn0030968,5.44,82,16,16,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.0747E8,1.2829E8,1.5672E8,6.3083E7,9.7241E7,6.0232E7,5.5501E7,2.6487E7,1.61:1.00:0.92:0.44,1.6788E8,1.099E8,7.8736E7,4.0994E7,1.00:0.52,25615,FBpp0074425
2109,1907,FBgn0037583,5.39,2,1,1,Oxidation (M); Deamidation (NQ),1.1501E6,8.8236E4,1.3117E5,7.7098E4,1.1501E6,8.8236E4,1.3117E5,7.7098E4,13.03:1.00:1.49:0.87,6.1919E5,1.0413E5,6.1919E5,1.0413E5,1.00:0.17,71908,FBpp0081342
369,300,FBgn0004045,5.36,21,8,8,Oxidation (M),2.061E7,1.2409E7,2.9529E7,3.0044E7,1.1967E7,5.762E6,1.7574E7,1.7585E7,2.08:1.00:3.05:3.05,1.6509E7,2.9787E7,8.8643E6,1.758E7,1.00:1.98,48712,FBpp0071354
1699,1648,FBgn0015794,5.35,6,1,1,,2.0252E6,1.0498E6,1.1424E6,2.0259E5,2.0252E6,1.0498E6,1.1424E6,2.0259E5,1.93:1.00:1.09:0.19,1.5375E6,6.725E5,1.5375E6,6.725E5,1.00:0.44,22064,FBpp0070814
308,267,FBgn0022349,5.33,14,5,5,Oxidation (M); Deamidation (NQ),3.2644E6,4.3359E6,5.4129E6,8.7719E6,2.0011E6,3.3975E6,3.9578E6,7.881E6,0.59:1.00:1.16:2.32,3.8002E6,7.0924E6,2.6993E6,5.9194E6,1.00:2.19,51587,FBpp0085198
1434,1243,FBgn0025683,5.33,3,2,2,,2.566E6,2.9333E6,5.1109E6,5.7582E6,2.566E6,2.9333E6,5.1109E6,5.7582E6,0.87:1.00:1.74:1.96,2.7497E6,5.4346E6,2.7497E6,5.4346E6,1.00:1.98,78440,FBpp0077812
1608,1269,FBgn0039313,5.33,10,4,4,Oxidation (M),2.6896E6,9.8957E5,4.0008E6,4.0465E6,2.6204E6,8.9121E5,3.7167E6,3.9608E6,2.94:1.00:4.17:4.44,1.8396E6,4.0237E6,1.7558E6,3.8387E6,1.00:2.19,50516,FBpp0088587
945,731,FBgn0284257,5.32,8,3,3,Oxidation (M),1.2703E6,1.3591E6,2.3091E6,3.5996E6,1.2703E6,1.3591E6,2.3091E6,3.5996E6,0.93:1.00:1.70:2.65,1.3147E6,2.9543E6,1.3147E6,2.9543E6,1.00:2.25,58185,FBpp0112273
668,597,FBgn0031417,5.30,17,5,5,,2.6097E7,2.8157E7,1.3213E7,1.0231E7,2.1805E7,2.1489E7,1.1253E7,9.8836E6,1.01:1.00:0.52:0.46,2.7127E7,1.1722E7,2.1647E7,1.0568E7,1.00:0.49,38014,FBpp0303517
2196,4637,FBgn0261616,5.28,25,2,2,Carbamidomethylation,2.5867E6,3.2664E6,1.1503E6,9.6055E5,2.5867E6,3.2664E6,1.1503E6,9.6055E5,0.79:1.00:0.35:0.29,2.9266E6,1.0554E6,2.9266E6,1.0554E6,1.00:0.36,9211,FBpp0311829
152,250,FBgn0030362,5.27,46,12,12,Oxidation (M); Deamidation (NQ),1.422E8,4.4398E7,3.6848E7,3.1764E7,9.6903E7,3.3965E7,2.5109E7,2.1405E7,2.85:1.00:0.74:0.63,9.33E7,3.4306E7,6.5434E7,2.3257E7,1.00:0.36,35360,FBpp0073422
430,263,FBgn0031313,5.24,17,8,8,Oxidation (M); Deamidation (NQ),6.8027E6,1.0563E7,1.7966E7,1.3731E7,4.2378E6,5.4054E6,9.3067E6,9.207E6,0.78:1.00:1.72:1.70,8.683E6,1.5849E7,4.8216E6,9.2569E6,1.00:1.92,61234,FBpp0077646
2266,5656,FBgn0031940,5.18,19,1,1,,2.0277E5,4.4577E5,2.5612E6,1.0735E6,2.0277E5,4.4577E5,2.5612E6,1.0735E6,0.45:1.00:5.75:2.41,3.2427E5,1.8174E6,3.2427E5,1.8174E6,1.00:5.60,13920,FBpp0079122
967,826,FBgn0051373,5.15,34,5,5,Oxidation (M); Deamidation (NQ),1.7271E7,9.6875E6,6.8753E6,6.2888E6,1.4074E7,7.7721E6,5.6215E6,5.292E6,1.81:1.00:0.72:0.68,1.3479E7,6.5821E6,1.0923E7,5.4567E6,1.00:0.50,22548,FBpp0081794
638,2246,FBgn0261615,5.13,30,6,6,Carbamidomethylation; Deamidation (NQ),2.4598E9,2.208E9,8.1036E8,1.1466E9,2.4316E9,2.1417E9,8.0181E8,1.1288E9,1.14:1.00:0.37:0.53,2.3339E9,9.7849E8,2.2867E9,9.6532E8,1.00:0.42,13017,FBpp0292080
1518,1328,FBgn0261524,5.11,6,2,2,,7.2557E5,7.7985E5,3.8927E5,1.2684E5,7.2557E5,7.7985E5,3.8927E5,1.2684E5,0.93:1.00:0.50:0.16,7.5271E5,2.5806E5,7.5271E5,2.5806E5,1.00:0.34,38195,FBpp0073551
1258,1158,FBgn0034142,5.11,3,1,1,,1.4355E5,1.0757E6,9.7744E5,1.7028E6,1.4355E5,1.0757E6,9.7744E5,1.7028E6,0.13:1.00:0.91:1.58,6.0963E5,1.3401E6,6.0963E5,1.3401E6,1.00:2.20,58466,FBpp0086266
1384,1573,FBgn0032292,5.10,13,3,3,Oxidation (M),8.3088E5,9.1571E5,1.2526E6,1.9752E6,6.9078E5,7.5093E5,1.0959E6,1.8496E6,0.92:1.00:1.46:2.46,8.7329E5,1.6139E6,7.2085E5,1.4727E6,1.00:2.04,27666,FBpp0079711
819,989,FBgn0250746,5.10,32,6,6,Oxidation (M),3.7957E7,1.5204E7,2.6315E7,9.9851E5,3.2253E7,1.3143E7,2.2138E7,5.7094E5,2.45:1.00:1.68:0.04,2.6581E7,1.3657E7,2.2698E7,1.1354E7,1.00:0.50,29986,FBpp0078448
233,249,FBgn0027552,5.08,25,8,8,Carbamidomethylation,1.4451E7,2.487E7,5.7395E7,5.9293E7,4.5333E6,1.3602E7,4.921E7,5.4074E7,0.33:1.00:3.62:3.98,1.9661E7,5.8344E7,9.0677E6,5.1642E7,1.00:5.70,36312,FBpp0073028
1935,2071,FBgn0033769,5.07,3,1,1,,1.4483E5,3.4459E5,1.4491E6,1.2223E6,1.4483E5,3.4459E5,1.4491E6,1.2223E6,0.42:1.00:4.21:3.55,2.4471E5,1.3357E6,2.4471E5,1.3357E6,1.00:5.46,32830,FBpp0086984
2319,3036,FBgn0021895,5.02,6,1,1,,3.0922E5,1.2279E5,1.2951E5,2.0591E4,3.0922E5,1.2279E5,1.2951E5,2.0591E4,2.52:1.00:1.05:0.17,2.16E5,7.505E4,2.16E5,7.505E4,1.00:0.35,21545,FBpp0072143
616,598,FBgn0035964,5.00,56,10,10,Carbamidomethylation; Oxidation (M),5.632E7,3.6125E7,4.434E7,7.3527E6,3.0304E7,2.1751E7,2.1681E7,4.6822E6,1.39:1.00:1.00:0.22,4.6222E7,2.5847E7,2.6028E7,1.3182E7,1.00:0.51,24528,FBpp0099973
559,568,FBgn0020414,5.00,29,10,10,Carbamidomethylation; Oxidation (M),9.3904E6,6.4664E6,1.0242E7,1.6824E7,6.4375E6,1.682E6,7.0797E6,9.2071E6,3.83:1.00:4.21:5.47,7.9284E6,1.3533E7,4.0598E6,8.1434E6,1.00:2.01,49255,FBpp0080419
1061,1800,FBgn0031692,4.98,11,2,2,,4.0232E5,6.9037E5,1.6609E5,2.9308E5,4.0232E5,6.9037E5,1.6609E5,2.9308E5,0.58:1.00:0.24:0.42,5.4634E5,2.2958E5,5.4634E5,2.2958E5,1.00:0.42,16796,FBpp0078699
1947,2457,FBgn0003449,4.97,8,1,1,,5.1499E5,8.0286E4,2.1779E6,8.5772E4,5.1499E5,8.0286E4,2.1779E6,8.5772E4,6.41:1.00:27.13:1.07,2.9764E5,1.1318E6,2.9764E5,1.1318E6,1.00:3.80,24547,FBpp0070716
1782,2195,FBgn0032032,4.95,5,1,1,,2.906E5,5.863E4,3.1637E5,7.4937E5,2.906E5,5.863E4,3.1637E5,7.4937E5,4.96:1.00:5.40:12.78,1.7462E5,5.3287E5,1.7462E5,5.3287E5,1.00:3.05,28013,FBpp0079267
2072,2374,FBgn0259482,4.94,10,2,2,,9.5219E5,3.7907E5,3.4465E5,1.2329E5,9.5219E5,3.7907E5,3.4465E5,1.2329E5,2.51:1.00:0.91:0.33,6.6563E5,2.3397E5,6.6563E5,2.3397E5,1.00:0.35,25546,FBpp0079573
1021,1381,FBgn0037356,4.90,4,2,2,,6.8789E5,2.6401E5,8.733E5,1.3477E6,6.8789E5,2.6401E5,8.733E5,1.3477E6,2.61:1.00:3.31:5.10,4.7595E5,1.1105E6,4.7595E5,1.1105E6,1.00:2.33,46379,FBpp0078358
959,968,FBgn0004435,4.88,5,2,2,,1.6482E5,6.9192E6,7.3179E6,6.8941E6,1.6482E5,6.9192E6,7.3179E6,6.8941E6,0.02:1.00:1.06:1.00,3.542E6,7.106E6,3.542E6,7.106E6,1.00:2.01,46450,FBpp0305314
846,634,FBgn0027091,4.86,3,2,2,,4.2612E5,1.0216E6,1.8841E6,1.5185E6,4.2612E5,1.0216E6,1.8841E6,1.5185E6,0.42:1.00:1.84:1.49,7.2387E5,1.7013E6,7.2387E5,1.7013E6,1.00:2.35,84258,FBpp0086373
1085,1655,FBgn0036099,4.81,19,3,3,,3.2357E5,1.2326E6,1.4967E6,1.7862E6,3.2357E5,1.2326E6,1.4967E6,1.7862E6,0.26:1.00:1.21:1.45,7.7807E5,1.6415E6,7.7807E5,1.6415E6,1.00:2.11,25898,FBpp0075994
1787,1832,FBgn0038319,4.79,5,1,1,,1.8666E5,9.3932E4,2.9493E5,5.2047E5,1.8666E5,9.3932E4,2.9493E5,5.2047E5,1.99:1.00:3.14:5.54,1.403E5,4.077E5,1.403E5,4.077E5,1.00:2.91,28805,FBpp0082540
1332,1810,FBgn0034499,4.79,16,3,3,Deamidation (NQ),8.0448E6,5.3066E6,1.9319E6,4.0618E6,8.0448E6,5.3066E6,1.9319E6,4.0618E6,1.52:1.00:0.36:0.77,6.6757E6,2.9969E6,6.6757E6,2.9969E6,1.00:0.45,22987,FBpp0085613
1099,840,FBgn0040259,4.79,8,4,4,,6.1145E6,2.9986E6,7.8368E6,9.4003E6,5.3787E6,2.8033E6,7.0248E6,8.6895E6,1.92:1.00:2.51:3.10,4.5565E6,8.6185E6,4.091E6,7.8571E6,1.00:1.92,60175,FBpp0081814
756,649,FBgn0030484,4.78,16,3,3,,7.5357E6,2.1171E6,4.7129E6,3.1584E4,7.5357E6,2.1171E6,4.7129E6,3.1584E4,3.56:1.00:2.23:0.02,4.8264E6,2.3723E6,4.8264E6,2.3723E6,1.00:0.49,27576,FBpp0073609
1026,2123,FBgn0264294,4.77,19,2,2,,3.6769E6,1.0779E7,1.6952E6,4.0625E6,3.6769E6,1.0779E7,1.6952E6,4.0625E6,0.34:1.00:0.16:0.38,7.2279E6,2.8788E6,7.2279E6,2.8788E6,1.00:0.40,15206,FBpp0087979
1410,1267,FBgn0033381,4.76,10,2,2,,4.0644E6,2.1736E6,2.6314E6,5.5852E5,4.0644E6,2.1736E6,2.6314E6,5.5852E5,1.87:1.00:1.21:0.26,3.119E6,1.5949E6,3.119E6,1.5949E6,1.00:0.51,25769,FBpp0087660
251,393,FBgn0033879,4.72,65,19,19,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.2796E8,3.4632E8,4.3426E8,2.9272E8,2.6237E8,1.7717E8,1.8569E8,1.018E8,1.48:1.00:1.05:0.57,4.3714E8,3.6349E8,2.1977E8,1.4375E8,1.00:0.65,31582,FBpp0086770
1115,723,FBgn0033814,4.69,3,2,2,,3.8017E5,8.0051E5,1.1669E6,1.1592E6,3.8017E5,8.0051E5,1.1669E6,1.1592E6,0.47:1.00:1.46:1.45,5.9034E5,1.163E6,5.9034E5,1.163E6,1.00:1.97,71841,FBpp0086873
585,434,FBgn0030038,4.69,18,8,8,Carbamidomethylation; Oxidation (M),1.2432E7,4.9931E6,1.2716E7,1.9214E7,8.1378E6,1.2379E6,6.7915E6,1.0704E7,6.57:1.00:5.49:8.65,8.7127E6,1.5965E7,4.6878E6,8.7478E6,1.00:1.87,62529,FBpp0308525
1972,2389,FBgn0250837,4.66,5,1,1,,1.9109E5,3.2642E4,3.2969E4,7.1812E4,1.9109E5,3.2642E4,3.2969E4,7.1812E4,5.85:1.00:1.01:2.20,1.1187E5,5.239E4,1.1187E5,5.239E4,1.00:0.47,19959,FBpp0079746
386,294,FBgn0086347,4.66,9,8,8,Oxidation (M); Deamidation (NQ),4.6583E6,6.1979E6,7.7923E6,7.9715E6,2.7964E6,3.643E6,5.0243E6,5.4355E6,0.77:1.00:1.38:1.49,5.4281E6,7.8819E6,3.2197E6,5.2299E6,1.00:1.62,117095,FBpp0079625
572,501,FBgn0033698,4.66,2,4,4,Deamidation (NQ),4.6204E5,1.9238E6,1.7962E6,2.5299E6,3.6144E5,1.5984E6,1.6495E6,2.1781E6,0.23:1.00:1.03:1.36,1.1929E6,2.163E6,9.7991E5,1.9138E6,1.00:1.95,212085,FBpp0087116
465,412,FBgn0027611,4.65,4,3,3,Oxidation (M),6.4498E5,1.5105E6,2.8196E6,2.7658E6,6.4498E5,1.5105E6,2.8196E6,2.7658E6,0.43:1.00:1.87:1.83,1.0777E6,2.7927E6,1.0777E6,2.7927E6,1.00:2.59,122685,FBpp0079620
537,455,FBgn0014189,4.63,21,9,9,Carbamidomethylation; Oxidation (M),3.2923E7,2.6773E7,4.195E7,4.9396E7,1.6578E7,1.0364E7,2.4164E7,2.8401E7,1.60:1.00:2.33:2.74,2.9848E7,4.5673E7,1.3471E7,2.6283E7,1.00:1.95,48652,FBpp0078754
2143,2562,FBgn0035401,4.61,2,1,1,,1.4279E5,2.7958E5,2.0354E5,7.3304E5,1.4279E5,2.7958E5,2.0354E5,7.3304E5,0.51:1.00:0.73:2.62,2.1118E5,4.6829E5,2.1118E5,4.6829E5,1.00:2.22,48598,FBpp0072887
62,284,FBgn0032136,4.57,0,2,2,,4.4866E5,5.2483E5,7.3786E5,1.2372E6,4.4866E5,5.2483E5,7.3786E5,1.2372E6,0.85:1.00:1.41:2.36,4.8675E5,9.8755E5,4.8675E5,9.8755E5,1.00:2.03,494325,FBpp0292877
509,450,FBgn0035515,4.55,33,12,12,Carbamidomethylation; Oxidation (M),2.4098E7,1.0368E7,1.8968E7,2.6418E7,7.9986E6,4.5555E6,8.9103E6,1.3489E7,1.76:1.00:1.96:2.96,1.7233E7,2.2693E7,6.277E6,1.12E7,1.00:1.78,51162,FBpp0073081
1329,1167,FBgn0029133,4.52,25,6,6,,1.7293E7,1.2227E7,2.0477E7,1.9735E7,8.9724E6,4.563E6,1.2922E7,1.1977E7,1.97:1.00:2.83:2.62,1.476E7,2.0106E7,6.7677E6,1.245E7,1.00:1.84,28122,FBpp0073561
1535,1440,FBgn0032849,4.51,5,1,1,Carbamidomethylation,1.5795E5,4.158E4,5.5128E4,5.2183E5,1.5795E5,4.158E4,5.5128E4,5.2183E5,3.80:1.00:1.33:12.55,9.9767E4,2.8848E5,9.9767E4,2.8848E5,1.00:2.89,23179,FBpp0080870
1035,1928,FBgn0039735,4.47,37,4,4,Carbamidomethylation; Deamidation (NQ),2.5161E7,1.2425E7,3.6756E6,1.7816E7,2.2028E7,1.096E7,3.3644E6,1.4568E7,2.01:1.00:0.31:1.33,1.8793E7,1.0746E7,1.6494E7,8.966E6,1.00:0.54,17369,FBpp0084971
1879,2045,FBgn0034693,4.45,2,2,2,,2.0856E5,5.5827E5,5.8986E5,9.2448E5,2.0856E5,5.5827E5,5.8986E5,9.2448E5,0.37:1.00:1.06:1.66,3.8342E5,7.5717E5,3.8342E5,7.5717E5,1.00:1.97,111482,FBpp0071710
466,446,FBgn0262508,4.40,5,9,9,Oxidation (M),4.1609E6,6.5387E6,8.2338E6,9.0627E6,1.8221E6,3.8712E6,5.134E6,5.5765E6,0.47:1.00:1.33:1.44,5.3498E6,8.6483E6,2.8467E6,5.3553E6,1.00:1.88,285795,FBpp0293353
2104,2228,FBgn0033737,4.40,2,1,1,Oxidation (M),2.1923E5,6.9955E4,6.3674E5,7.0112E5,2.1923E5,6.9955E4,6.3674E5,7.0112E5,3.13:1.00:9.10:10.02,1.4459E5,6.6893E5,1.4459E5,6.6893E5,1.00:4.63,64397,FBpp0087063
2283,6170,FBgn0062412,4.38,6,2,2,,6.727E6,2.6049E6,2.8111E6,1.9461E6,5.9136E6,2.2885E6,2.5457E6,1.8105E6,2.58:1.00:1.11:0.79,4.6659E6,2.3786E6,4.1011E6,2.1781E6,1.00:0.53,19777,FBpp0081325
630,632,FBgn0035679,4.37,5,2,2,,5.4747E4,3.4718E6,3.959E6,3.0456E6,5.4747E4,3.4718E6,3.959E6,3.0456E6,0.02:1.00:1.14:0.88,1.7633E6,3.5023E6,1.7633E6,3.5023E6,1.00:1.99,39627,FBpp0076771
1867,1546,FBgn0010497,4.37,2,1,1,,1.6976E5,4.5807E5,7.788E5,5.077E5,1.6976E5,4.5807E5,7.788E5,5.077E5,0.37:1.00:1.70:1.11,3.1391E5,6.4325E5,3.1391E5,6.4325E5,1.00:2.05,54009,FBpp0079876
312,322,FBgn0261458,4.37,22,13,13,Carbamidomethylation; Oxidation (M),4.4685E7,3.2913E7,5.3252E7,8.2542E7,2.3438E7,1.8219E7,2.8498E7,4.7642E7,1.29:1.00:1.56:2.61,3.8799E7,6.7897E7,2.0829E7,3.807E7,1.00:1.83,84486,FBpp0099391
1221,937,FBgn0039219,4.35,6,2,2,,8.4995E4,1.0613E6,1.5544E6,1.1852E6,8.4995E4,1.0613E6,1.5544E6,1.1852E6,0.08:1.00:1.46:1.12,5.7314E5,1.3698E6,5.7314E5,1.3698E6,1.00:2.39,41726,FBpp0084120
1489,1248,FBgn0003231,4.35,9,5,5,,1.9322E6,4.1437E6,4.9127E6,5.5985E6,1.5943E6,3.0176E6,3.9542E6,4.5043E6,0.53:1.00:1.31:1.49,3.0379E6,5.2556E6,2.3059E6,4.2292E6,1.00:1.83,65303,FBpp0080794
43,151,FBgn0085446,4.34,10,38,38,Oxidation (M); Deamidation (NQ),1.1835E8,1.2514E8,1.8177E8,1.9055E8,3.5756E7,3.7331E7,5.5645E7,6.2509E7,0.96:1.00:1.49:1.67,1.2175E8,1.8616E8,3.6543E7,5.9077E7,1.00:1.62,580209,FBpp0307656
431,298,FBgn0027081,4.30,10,6,6,Carbamidomethylation; Oxidation (M),2.8481E6,7.5683E6,7.804E6,7.2116E6,1.7432E6,6.2781E6,6.803E6,6.0509E6,0.28:1.00:1.08:0.96,5.2082E6,7.5078E6,4.0106E6,6.427E6,1.00:1.60,85978,FBpp0079914
159,131,FBgn0267408,4.29,17,17,17,Carbamidomethylation; Oxidation (M),2.631E7,3.1533E7,4.6732E7,4.4414E7,7.9147E6,1.2791E7,1.8369E7,1.8186E7,0.62:1.00:1.44:1.42,2.8921E7,4.5573E7,1.0353E7,1.8277E7,1.00:1.77,139125,FBpp0082608
720,719,FBgn0015790,4.29,51,11,11,,1.1165E8,7.7293E7,7.5934E7,4.0907E7,4.8198E7,3.6889E7,3.4739E7,1.725E7,1.31:1.00:0.94:0.47,9.4472E7,5.8421E7,4.2544E7,2.5994E7,1.00:0.61,24245,FBpp0083414
773,782,FBgn0011745,4.29,6,3,3,,1.8443E6,7.9665E6,9.4729E6,8.4353E6,1.8443E6,7.9665E6,9.4729E6,8.4353E6,0.23:1.00:1.19:1.06,4.9054E6,8.9541E6,4.9054E6,8.9541E6,1.00:1.83,42719,FBpp0082121
721,607,FBgn0032727,4.27,3,1,1,,1.3126E6,6.3923E5,4.6068E6,3.5732E6,1.3126E6,6.3923E5,4.6068E6,3.5732E6,2.05:1.00:7.21:5.59,9.7589E5,4.09E6,9.7589E5,4.09E6,1.00:4.19,36682,FBpp0080731
1174,1388,FBgn0260407,4.25,29,5,5,,2.7082E6,1.9422E6,1.8314E6,1.3258E6,2.4426E6,1.7109E6,1.203E6,9.4401E5,1.43:1.00:0.70:0.55,2.3252E6,1.5786E6,2.0767E6,1.0735E6,1.00:0.52,21515,FBpp0080143
271,232,FBgn0035612,4.24,17,14,14,Deamidation (NQ),9.5573E7,1.1498E8,1.4133E8,1.4974E8,4.6257E7,5.437E7,6.8897E7,7.0051E7,0.85:1.00:1.27:1.29,1.0528E8,1.4553E8,5.0314E7,6.9474E7,1.00:1.38,121056,FBpp0271739
2189,3668,FBgn0033232,4.23,6,1,1,,1.432E4,2.3219E4,2.527E4,7.9921E4,1.432E4,2.3219E4,2.527E4,7.9921E4,0.62:1.00:1.09:3.44,1.8769E4,5.2595E4,1.8769E4,5.2595E4,1.00:2.80,21652,FBpp0087963
771,873,FBgn0037573,4.23,21,7,7,Carbamidomethylation; Oxidation (M),5.8162E6,3.7452E6,6.5824E6,8.5707E6,4.0125E6,1.7218E6,4.7797E6,5.9295E6,2.33:1.00:2.78:3.44,4.7807E6,7.5766E6,2.8671E6,5.3546E6,1.00:1.87,45645,FBpp0081324
840,691,FBgn0036279,4.22,5,6,6,Oxidation (M),6.0315E6,6.2406E6,1.0458E7,1.0915E7,4.7883E6,4.2916E6,7.879E6,8.2756E6,1.12:1.00:1.84:1.93,6.1361E6,1.0686E7,4.5399E6,8.0773E6,1.00:1.78,133508,FBpp0305974
995,732,FBgn0020496,4.20,14,7,7,Deamidation (NQ),5.4616E6,2.6911E6,6.4613E6,8.3194E6,2.7172E6,1.3221E6,3.4757E6,4.7911E6,2.06:1.00:2.63:3.62,4.0763E6,7.3904E6,2.0197E6,4.1334E6,1.00:2.05,51189,FBpp0306582
1078,927,FBgn0038723,4.20,2,1,1,,6.3776E3,2.393E5,5.3057E5,2.3546E5,6.3776E3,2.393E5,5.3057E5,2.3546E5,0.03:1.00:2.22:0.98,1.2284E5,3.8301E5,1.2284E5,3.8301E5,1.00:3.12,40636,FBpp0083213
1226,1043,FBgn0033903,4.20,12,4,4,,1.7849E6,1.2745E6,2.4048E6,2.7354E6,1.4847E6,8.8539E5,2.0525E6,2.3461E6,1.68:1.00:2.32:2.65,1.5297E6,2.5701E6,1.185E6,2.1993E6,1.00:1.86,33210,FBpp0086650
981,2128,FBgn0037728,4.20,25,5,5,Carbamidomethylation,2.4462E7,1.468E7,7.001E6,1.5454E7,2.3319E7,1.3643E7,6.9139E6,1.4802E7,1.71:1.00:0.51:1.08,1.9571E7,1.1228E7,1.8481E7,1.0858E7,1.00:0.59,20753,FBpp0081560
1427,1140,FBgn0039049,4.19,3,1,1,,1.9705E5,2.8173E5,4.9057E5,7.2874E5,1.9705E5,2.8173E5,4.9057E5,7.2874E5,0.70:1.00:1.74:2.59,2.3939E5,6.0966E5,2.3939E5,6.0966E5,1.00:2.55,44998,FBpp0083741
1318,1481,FBgn0004465,4.19,7,2,2,Oxidation (M),4.3326E5,3.5261E6,3.3037E6,4.4704E6,4.3326E5,3.5261E6,3.3037E6,4.4704E6,0.12:1.00:0.94:1.27,1.9797E6,3.887E6,1.9797E6,3.887E6,1.00:1.96,47110,FBpp0075118
2150,2371,FBgn0050359,4.17,2,1,1,,2.6182E5,3.2026E5,1.2193E5,1.0655E5,2.6182E5,3.2026E5,1.2193E5,1.0655E5,0.82:1.00:0.38:0.33,2.9104E5,1.1424E5,2.9104E5,1.1424E5,1.00:0.39,72336,FBpp0087828
1259,926,FBgn0034387,4.15,6,3,3,,2.4334E6,9.2875E5,3.2877E6,3.104E6,2.4334E6,9.2875E5,3.2877E6,3.104E6,2.62:1.00:3.54:3.34,1.6811E6,3.1958E6,1.6811E6,3.1958E6,1.00:1.90,61477,FBpp0085792
962,767,FBgn0004055,4.11,12,5,5,,4.9485E6,9.9173E6,1.1675E7,1.7851E7,4.3714E6,7.5714E6,8.996E6,1.467E7,0.58:1.00:1.19:1.94,7.4329E6,1.4763E7,5.9714E6,1.1833E7,1.00:1.98,54308,FBpp0072304
1216,1048,FBgn0264491,4.11,2,1,1,,9.9801E5,1.5945E5,1.3252E6,1.586E6,9.9801E5,1.5945E5,1.3252E6,1.586E6,6.26:1.00:8.31:9.95,5.7873E5,1.4556E6,5.7873E5,1.4556E6,1.00:2.52,45644,FBpp0307182
851,707,FBgn0263351,4.11,17,8,8,,9.0026E6,3.814E6,1.0432E7,1.2707E7,5.3515E6,2.3851E6,6.0029E6,7.4441E6,2.24:1.00:2.52:3.12,6.4083E6,1.157E7,3.8683E6,6.7235E6,1.00:1.74,49856,FBpp0083645
1324,1035,FBgn0266580,4.10,2,3,3,,5.742E5,1.4616E6,1.6642E6,2.042E6,5.742E5,1.4616E6,1.6642E6,2.042E6,0.39:1.00:1.14:1.40,1.0179E6,1.8531E6,1.0179E6,1.8531E6,1.00:1.82,209790,FBpp0085380
9,92,FBgn0052311,4.09,44,136,136,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.9339E8,1.0989E9,1.0714E9,1.3423E9,6.04E7,9.2297E7,9.5922E7,1.2535E8,0.65:1.00:1.04:1.36,8.9612E8,1.2069E9,7.6349E7,1.1063E8,1.00:1.45,412845,FBpp0304429
994,1098,FBgn0038166,4.08,19,4,4,Oxidation (M),5.2905E6,2.0362E6,3.9347E6,3.088E5,4.5757E6,1.7292E6,3.0338E6,3.0268E5,2.65:1.00:1.75:0.18,3.6633E6,2.1217E6,3.1525E6,1.6682E6,1.00:0.53,23898,FBpp0082314
