Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,Fluid_U2 Area,Fluid_U1 Area,Fluid_PM1 Area,Fluid_PM2 Area,Fluid_U2 Area (top-3 peptides),Fluid_U1 Area (top-3 peptides),Fluid_PM1 Area (top-3 peptides),Fluid_PM2 Area (top-3 peptides),Sample Profile (Ratio),Fluid_U Area,Fluid_PM Area,Fluid_U Area (top-3 peptides),Fluid_PM Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
964,878,FBgn0027066,200.00,10,3,3,,1.8202E6,0,3.6978E6,5.5562E6,1.8202E6,0,3.6978E6,5.5562E6,1.00:0:2.03:3.05,1.8202E6,4.627E6,1.8202E6,4.627E6,1.00:2.54,33293,FBpp0289513
976,2079,FBgn0031459,200.00,32,3,3,Oxidation (M),9.6585E6,1.2418E7,5.9373E7,3.5081E7,9.6585E6,1.2418E7,5.9373E7,3.5081E7,1.00:1.29:6.15:3.63,1.1038E7,4.7227E7,1.1038E7,4.7227E7,1.00:4.28,16596,FBpp0077402
979,2189,FBgn0040070,200.00,25,3,3,,5.3552E6,4.6938E6,2.3491E7,1.0305E7,4.6215E6,4.2606E6,2.2223E7,9.1214E6,1.00:0.92:4.81:1.97,5.0245E6,1.6898E7,4.441E6,1.5672E7,1.00:3.53,11737,FBpp0079436
980,964,FBgn0015754,200.00,3,1,1,Carbamidomethylation,1.0889E5,0,3.5874E5,7.1795E5,1.0889E5,0,3.5874E5,7.1795E5,1.00:0:3.29:6.59,1.0889E5,5.3834E5,1.0889E5,5.3834E5,1.00:4.94,46460,FBpp0086375
981,1710,FBgn0000173,200.00,18,2,2,Oxidation (M),1.2253E6,8.077E5,3.0824E6,3.432E6,1.2253E6,8.077E5,3.0824E6,3.432E6,1.00:0.66:2.52:2.80,1.0165E6,3.2572E6,1.0165E6,3.2572E6,1.00:3.20,17236,FBpp0073686
986,1236,FBgn0033079,200.00,9,4,4,Oxidation (M),3.9855E6,4.3052E5,4.9906E6,9.746E6,3.9501E6,4.3052E5,4.9584E6,9.6159E6,1.00:0.11:1.26:2.43,3.0572E6,7.3683E6,3.0217E6,7.2872E6,1.00:2.41,49207,FBpp0085481
991,1211,FBgn0261285,200.00,9,2,2,,1.2303E6,0,4.6443E6,1.9298E6,1.2303E6,0,4.6443E6,1.9298E6,1.00:0:3.77:1.57,1.2303E6,3.287E6,1.2303E6,3.287E6,1.00:2.67,42657,FBpp0303077
995,1218,FBgn0029512,200.00,2,1,1,,2.6575E5,0,4.6611E5,1.6369E6,2.6575E5,0,4.6611E5,1.6369E6,1.00:0:1.75:6.16,2.6575E5,1.0515E6,2.6575E5,1.0515E6,1.00:3.96,37673,FBpp0082065
1000,844,FBgn0086361,200.00,5,1,1,,4.2354E5,0,1.4837E6,1.7499E6,4.2354E5,0,1.4837E6,1.7499E6,1.00:0:3.50:4.13,4.2354E5,1.6168E6,4.2354E5,1.6168E6,1.00:3.82,41629,FBpp0084810
1008,827,FBgn0011742,200.00,4,1,1,Oxidation (M),4.9223E5,0,1.777E6,7.0099E5,4.9223E5,0,1.777E6,7.0099E5,1.00:0:3.61:1.42,4.9223E5,1.239E6,4.9223E5,1.239E6,1.00:2.52,45282,FBpp0302793
1011,937,FBgn0039219,200.00,11,3,3,,1.7264E6,3.3592E5,5.4476E6,4.0208E6,1.7264E6,3.3592E5,5.4476E6,4.0208E6,1.00:0.19:3.16:2.33,1.3209E6,4.7342E6,1.3209E6,4.7342E6,1.00:3.58,41726,FBpp0084120
1015,2022,FBgn0032987,200.00,5,1,1,,1.6405E6,1.5859E6,7.672E6,7.3738E6,1.6405E6,1.5859E6,7.672E6,7.3738E6,1.00:0.97:4.68:4.49,1.6132E6,7.5229E6,1.6132E6,7.5229E6,1.00:4.66,18476,FBpp0085314
1022,2366,FBgn0261596,200.00,26,3,3,,6.6533E6,3.9468E6,2.2417E7,1.2053E7,6.6533E6,3.9468E6,2.2417E7,1.2053E7,1.00:0.59:3.37:1.81,5.3E6,1.7235E7,5.3E6,1.7235E7,1.00:3.25,15048,FBpp0071846
1029,2095,FBgn0015521,200.00,33,2,2,Carbamidomethylation,6.1013E6,5.3117E6,2.1413E7,2.1805E7,6.1013E6,5.3117E6,2.1413E7,2.1805E7,1.00:0.87:3.51:3.57,5.7065E6,2.1609E7,5.7065E6,2.1609E7,1.00:3.79,9167,FBpp0307130
1034,2055,FBgn0263830,200.00,7,1,1,,3.0084E4,1.1304E6,2.6735E5,9.3689E3,3.0084E4,1.1304E6,2.6735E5,9.3689E3,1.00:37.57:8.89:0.31,5.8023E5,1.3836E5,5.8023E5,1.3836E5,1.00:0.24,26969,FBpp0110508
1064,1065,FBgn0025381,200.00,4,1,1,,1.122E6,0,3.2697E6,1.8961E6,1.122E6,0,3.2697E6,1.8961E6,1.00:0:2.91:1.69,1.122E6,2.5829E6,1.122E6,2.5829E6,1.00:2.30,34219,FBpp0070249
1081,1225,FBgn0033972,200.00,3,1,1,Carbamidomethylation,5.3243E5,1.1091E6,4.9611E5,0,5.3243E5,1.1091E6,4.9611E5,0,1.00:2.08:0.93:0,8.2078E5,4.9611E5,8.2078E5,4.9611E5,1.00:0.60,37044,FBpp0086590
1089,1897,FBgn0085354,200.00,18,2,2,Carbamidomethylation,7.9009E5,9.8164E5,4.1901E6,3.4141E6,7.9009E5,9.8164E5,4.1901E6,3.4141E6,1.00:1.24:5.30:4.32,9.348E5,3.8021E6,9.348E5,3.8021E6,1.00:4.07,20120,FBpp0111439
1107,1946,FBgn0026250,200.00,11,1,1,,6.2475E5,2.0962E5,1.202E6,1.7968E6,6.2475E5,2.0962E5,1.202E6,1.7968E6,1.00:0.34:1.92:2.88,4.1719E5,1.4994E6,4.1719E5,1.4994E6,1.00:3.59,17096,FBpp0082994
1114,1650,FBgn0031974,200.00,6,2,2,,3.5876E5,1.3394E5,2.008E6,6.8117E5,1.5849E5,4.7043E4,1.0906E6,3.309E5,1.00:0.30:6.88:2.09,2.4635E5,1.3446E6,1.0277E5,7.1076E5,1.00:6.92,31590,FBpp0289985
1125,1843,FBgn0033699,200.00,12,3,3,,2.0545E6,1.5692E6,6.1634E6,9.7706E6,1.5403E6,1.4233E6,5.3243E6,9.4989E6,1.00:0.92:3.46:6.17,1.8598E6,7.967E6,1.5297E6,7.4116E6,1.00:4.85,18105,FBpp0087115
1139,2730,FBgn0261608,200.00,38,3,3,Carbamidomethylation,1.2245E6,7.3416E5,4.9642E6,2.2403E6,1.2245E6,7.3416E5,4.9642E6,2.2403E6,1.00:0.60:4.05:1.83,9.7931E5,4.7609E6,9.7931E5,4.7609E6,1.00:4.86,10311,FBpp0291726
1159,1927,FBgn0266711,200.00,17,1,1,Oxidation (M),7.8887E5,7.7222E5,4.4146E6,4.1134E6,7.8887E5,7.7222E5,4.4146E6,4.1134E6,1.00:0.98:5.60:5.21,7.8055E5,4.264E6,7.8055E5,4.264E6,1.00:5.46,13119,FBpp0085724
1173,2025,FBgn0040077,200.00,28,3,3,Oxidation (M),1.1244E6,1.2659E6,4.9512E6,6.5159E6,1.1244E6,1.2659E6,4.9512E6,6.5159E6,1.00:1.13:4.40:5.79,1.1951E6,5.7335E6,1.1951E6,5.7335E6,1.00:4.80,17556,FBpp0099893
1184,1847,FBgn0035601,200.00,13,2,2,,3.1712E6,2.833E6,9.5732E6,1.2711E7,3.1712E6,2.833E6,9.5732E6,1.2711E7,1.00:0.89:3.02:4.01,3.0021E6,1.1142E7,3.0021E6,1.1142E7,1.00:3.71,16669,FBpp0076859
1214,2140,FBgn0036813,200.00,11,2,2,,1.3082E6,0,2.9756E6,3.4248E6,1.3082E6,0,2.9756E6,3.4248E6,1.00:0:2.27:2.62,1.3082E6,3.2002E6,1.3082E6,3.2002E6,1.00:2.45,37012,FBpp0074822
1227,1522,FBgn0004910,200.00,8,1,1,,1.1024E5,0,9.7277E5,2.2655E5,1.1024E5,0,9.7277E5,2.2655E5,1.00:0:8.82:2.06,1.1024E5,5.9966E5,1.1024E5,5.9966E5,1.00:5.44,21995,FBpp0073031
1236,2287,FBgn0086472,200.00,16,2,2,,6.0893E6,4.603E6,1.7613E7,2.1834E7,6.0893E6,4.603E6,1.7613E7,2.1834E7,1.00:0.76:2.89:3.59,5.3462E6,1.9724E7,5.3462E6,1.9724E7,1.00:3.69,13201,FBpp0081845
1238,2403,FBgn0039300,200.00,13,1,1,,1.4785E6,1.2516E6,6.8491E6,7.752E6,1.4785E6,1.2516E6,6.8491E6,7.752E6,1.00:0.85:4.63:5.24,1.365E6,7.3005E6,1.365E6,7.3005E6,1.00:5.35,9364,FBpp0084242
1240,2348,FBgn0039682,200.00,22,3,3,Carbamidomethylation,2.3238E6,2.4289E6,8.99E6,1.1722E7,2.3238E6,2.4289E6,8.99E6,1.1722E7,1.00:1.05:3.87:5.04,2.3763E6,1.0356E7,2.3763E6,1.0356E7,1.00:4.36,16999,FBpp0084829
1253,1997,FBgn0034282,200.00,4,1,1,,6.1045E5,2.4421E4,1.8689E6,1.3726E6,6.1045E5,2.4421E4,1.8689E6,1.3726E6,1.00:0.04:3.06:2.25,3.1743E5,1.6207E6,3.1743E5,1.6207E6,1.00:5.11,40743,FBpp0112004
1263,1919,FBgn0014930,200.00,8,1,1,,1.0274E5,1.7915E5,1.8467E6,7.206E4,1.0274E5,1.7915E5,1.8467E6,7.206E4,1.00:1.74:17.98:0.70,1.4094E5,9.5938E5,1.4094E5,9.5938E5,1.00:6.81,16985,FBpp0081260
1322,2732,FBgn0002579,200.00,18,3,3,,5.068E6,5.3044E6,2.1998E7,1.768E7,4.7442E6,5.0047E6,2.028E7,1.768E7,1.00:1.05:4.27:3.73,5.1862E6,2.0698E7,4.8745E6,1.898E7,1.00:3.89,13502,FBpp0070150
1333,2552,FBgn0053054,200.00,11,1,1,Deamidation (NQ),9.3123E4,8.0142E4,6.5013E5,5.8905E5,9.3123E4,8.0142E4,6.5013E5,5.8905E5,1.00:0.86:6.98:6.33,8.6632E4,6.1959E5,8.6632E4,6.1959E5,1.00:7.15,17840,FBpp0077972
1510,2249,FBgn0043578,200.00,5,1,1,,5.4181E4,0,2.2809E5,1.7824E5,5.4181E4,0,2.2809E5,1.7824E5,1.00:0:4.21:3.29,5.4181E4,2.0317E5,5.4181E4,2.0317E5,1.00:3.75,20998,FBpp0075107
1547,1956,FBgn0038659,200.00,3,1,1,,1.6569E5,0,1.1306E6,9.3357E5,1.6569E5,0,1.1306E6,9.3357E5,1.00:0:6.82:5.63,1.6569E5,1.0321E6,1.6569E5,1.0321E6,1.00:6.23,41409,FBpp0083112
1565,2767,FBgn0039136,200.00,4,1,1,,1.5678E5,4.2562E3,1.7431E5,9.641E5,1.5678E5,4.2562E3,1.7431E5,9.641E5,1.00:0.03:1.11:6.15,8.0516E4,5.692E5,8.0516E4,5.692E5,1.00:7.07,28179,FBpp0083889
464,860,FBgn0030332,156.54,27,5,5,Carbamidomethylation; Deamidation (NQ),3.8006E6,2.9922E6,1.434E7,8.7185E6,2.9546E6,2.8469E6,1.0648E7,7.4199E6,1.00:0.96:3.60:2.51,3.4826E6,1.2418E7,2.9008E6,9.0339E6,1.00:3.11,27080,FBpp0073450
721,678,FBgn0031489,156.54,32,8,8,Carbamidomethylation; Oxidation (M),6.0279E6,2.2769E5,1.178E7,6.9008E6,3.6414E6,4.426E4,7.9518E6,3.5959E6,1.00:0.02:2.18:0.99,3.7165E6,1.0152E7,2.3957E6,5.7738E6,1.00:2.41,33361,FBpp0077355
307,226,FBgn0027570,153.53,8,5,5,Oxidation (M),2.6946E7,5.7728E7,3.8279E6,1.4713E6,2.0238E7,4.5531E7,3.6172E6,6.8583E5,1.00:2.25:0.18:0.03,4.2337E7,2.6496E6,3.2884E7,2.1515E6,1.00:0.07,88125,FBpp0293663
373,186,FBgn0032444,153.53,8,4,4,Carbamidomethylation,1.3064E7,1.2346E7,5.2418E6,2.7352E6,1.165E7,1.099E7,4.7976E6,2.5434E6,1.00:0.94:0.41:0.22,1.2705E7,3.9885E6,1.132E7,3.6705E6,1.00:0.32,57116,FBpp0079992
616,513,FBgn0041713,153.53,23,8,8,Carbamidomethylation; Oxidation (M),4.9351E6,4.9797E5,2.7564E6,2.2643E7,2.5329E6,3.4683E5,9.991E5,1.4118E7,1.00:0.14:0.39:5.57,3.2892E6,1.27E7,1.6636E6,7.5585E6,1.00:4.54,49246,FBpp0080260
1040,1363,FBgn0017579,153.53,25,4,4,,2.3707E7,7.9869E6,5.848E7,3.6185E7,2.1612E7,7.9869E6,5.5521E7,3.6185E7,1.00:0.37:2.57:1.67,1.6895E7,4.8812E7,1.4799E7,4.5853E7,1.00:3.10,19174,FBpp0076359
1067,1813,FBgn0032899,153.53,6,1,1,,2.3241E5,7.6596E5,3.0496E6,3.7171E4,2.3241E5,7.6596E5,3.0496E6,3.7171E4,1.00:3.30:13.12:0.16,4.9918E5,1.5434E6,4.9918E5,1.5434E6,1.00:3.09,15743,FBpp0080957
298,494,FBgn0033446,151.76,25,5,5,,2.1072E5,2.6798E7,7.2839E6,4.0446E5,1.8323E5,2.0853E7,5.385E6,3.6368E5,1.00:64.00:29.39:1.98,1.3504E7,4.3141E6,1.0518E7,2.8743E6,1.00:0.27,24220,FBpp0087578
1060,923,FBgn0036760,151.76,22,5,5,Carbamidomethylation; Oxidation (M),6.0603E6,2.3839E5,9.532E6,9.1074E6,5.4074E6,1.5224E5,9.0835E6,7.9681E6,1.00:0.03:1.68:1.47,3.6512E6,9.3197E6,3.0322E6,8.5258E6,1.00:2.81,36378,FBpp0074927
172,1,FBgn0035917,150.51,17,7,7,Deamidation (NQ),2.6765E7,1.6523E7,6.859E7,6.5136E7,2.3561E7,1.3825E7,5.8836E7,5.5461E7,1.00:0.59:2.50:2.35,2.2161E7,6.6863E7,1.9187E7,5.7149E7,1.00:2.98,47597,FBpp0088529
330,228,FBgn0038463,150.51,16,7,7,Carbamidomethylation; Oxidation (M),1.5076E7,1.4096E7,5.9023E6,5.6661E6,1.2661E7,1.1803E7,4.611E6,3.4168E6,1.00:0.93:0.36:0.27,1.4739E7,5.7842E6,1.2282E7,4.0139E6,1.00:0.33,61155,FBpp0082813
375,396,FBgn0037973,150.51,34,9,9,,3.2552E7,5.7588E5,4.6521E7,4.2208E7,1.9691E7,3.3064E5,2.8839E7,3.2199E7,1.00:0.02:1.46:1.64,1.76E7,4.7456E7,1.0011E7,3.0519E7,1.00:3.05,38869,FBpp0081980
504,594,FBgn0003134,150.51,9,3,3,,3.3383E6,2.5789E5,7.3445E6,3.6444E6,3.3383E6,2.5789E5,7.3445E6,3.6444E6,1.00:0.08:2.20:1.09,1.7981E6,5.4944E6,1.7981E6,5.4944E6,1.00:3.06,37370,FBpp0084026
539,559,FBgn0031428,150.51,20,7,7,,5.634E6,1.7057E6,7.9589E6,1.3931E7,3.6942E6,1.7057E6,5.9267E6,1.0524E7,1.00:0.46:1.60:2.85,5.2609E6,1.0945E7,3.3211E6,8.2256E6,1.00:2.48,52792,FBpp0077450
732,746,FBgn0035943,150.51,12,4,4,,1.3407E6,1.4768E5,5.3226E5,3.7221E6,1.2134E6,1.4768E5,5.2603E5,3.6229E6,1.00:0.12:0.43:2.99,1.1699E6,2.1272E6,1.0426E6,2.0745E6,1.00:1.99,54036,FBpp0076286
119,175,FBgn0262511,148.75,20,16,16,Carbamidomethylation; Oxidation (M),5.0862E7,6.1119E6,1.0219E8,7.3455E7,2.288E7,3.3471E6,4.8419E7,3.6912E7,1.00:0.15:2.12:1.61,3.1983E7,8.7824E7,1.3113E7,4.2666E7,1.00:3.25,92390,FBpp0288470
157,99,FBgn0035811,147.50,25,8,8,Deamidation (NQ),4.5112E6,8.9809E5,2.1662E7,1.1567E7,2.579E6,8.9809E5,1.1746E7,6.0284E6,1.00:0.35:4.55:2.34,3.6708E6,1.6615E7,1.7385E6,8.8872E6,1.00:5.11,45872,FBpp0076520
860,1239,FBgn0010412,146.99,34,6,6,Oxidation (M),1.622E7,8.0371E6,3.2404E7,3.6029E7,1.1255E7,6.1743E6,2.3545E7,2.8844E7,1.00:0.55:2.09:2.56,1.2129E7,3.4216E7,8.7144E6,2.6194E7,1.00:3.01,17291,FBpp0309135
213,451,FBgn0283535,146.12,60,15,15,Oxidation (M),1.0448E8,1.3912E7,1.3085E8,1.0152E8,3.4651E7,3.4657E6,6.4405E7,4.9784E7,1.00:0.10:1.86:1.44,5.9195E7,1.1677E8,1.9058E7,5.7095E7,1.00:3.00,26082,FBpp0078349
526,518,FBgn0028734,143.98,1,1,1,,1.1108E5,2.0197E4,8.1372E4,3.0848E5,1.1108E5,2.0197E4,8.1372E4,3.0848E5,1.00:0.18:0.73:2.78,6.5641E4,1.9493E5,6.5641E4,1.9493E5,1.00:2.97,81029,FBpp0300445
793,1168,FBgn0010226,143.53,9,2,2,,6.7012E6,0,1.0385E7,9.5006E6,6.7012E6,0,1.0385E7,9.5006E6,1.00:0:1.55:1.42,6.7012E6,9.9426E6,6.7012E6,9.9426E6,1.00:1.48,27781,FBpp0305731
929,1153,FBgn0037472,142.92,4,1,1,,6.5031E5,1.083E5,1.4587E6,7.8557E5,6.5031E5,1.083E5,1.4587E6,7.8557E5,1.00:0.17:2.24:1.21,3.793E5,1.1221E6,3.793E5,1.1221E6,1.00:2.96,37482,FBpp0081084
945,1050,FBgn0036272,142.73,12,4,4,,3.717E6,8.0158E5,9.1632E6,4.9829E6,3.0389E6,8.0158E5,7.9863E6,4.0134E6,1.00:0.26:2.63:1.32,2.7467E6,7.073E6,2.0687E6,5.9998E6,1.00:2.90,52185,FBpp0312082
1037,1640,FBgn0034470,141.35,49,5,5,Carbamidomethylation; Deamidation (NQ),1.3932E7,1.3499E7,2.4411E7,4.6359E7,1.1095E7,1.0241E7,1.9193E7,4.3538E7,1.00:0.92:1.73:3.92,1.3715E7,3.5385E7,1.0668E7,3.1366E7,1.00:2.94,14119,FBpp0085673
575,545,FBgn0036290,140.97,33,8,8,Carbamidomethylation,1.0993E7,7.8246E5,2.2679E7,1.3804E7,7.5435E6,4.3545E5,1.3361E7,1.006E7,1.00:0.06:1.77:1.33,7.4536E6,1.8241E7,5.0245E6,1.1711E7,1.00:2.33,35796,FBpp0088362
323,295,FBgn0034237,139.91,16,9,9,Carbamidomethylation; Oxidation (M),1.0874E7,1.2291E7,3.7711E6,9.0252E6,5.6735E6,7.8137E6,1.6352E6,2.9798E6,1.00:1.38:0.29:0.53,1.1583E7,6.8409E6,6.7436E6,2.6123E6,1.00:0.39,80442,FBpp0086097
681,782,FBgn0011745,139.46,13,4,4,Carbamidomethylation,5.9839E6,1.0628E6,1.4385E7,1.8143E7,5.1556E6,1.0628E6,1.394E7,1.2878E7,1.00:0.21:2.70:2.50,4.6316E6,1.6264E7,3.8034E6,1.3409E7,1.00:3.53,42719,FBpp0082121
978,972,FBgn0032640,138.90,19,6,6,Carbamidomethylation; Oxidation (M),6.431E6,4.5435E5,1.127E7,8.2986E6,4.7203E6,3.4111E5,8.5632E6,6.167E6,1.00:0.07:1.81:1.31,4.6285E6,9.9299E6,3.5288E6,7.3651E6,1.00:2.09,36253,FBpp0080535
1442,2194,FBgn0039678,138.61,6,1,1,,2.2314E6,1.1091E6,4.4975E6,5.2165E6,2.2314E6,1.1091E6,4.4975E6,5.2165E6,1.00:0.50:2.02:2.34,1.6703E6,4.857E6,1.6703E6,4.857E6,1.00:2.91,15995,FBpp0084816
1098,1624,FBgn0019932,138.54,10,3,3,Deamidation (NQ),1.7204E6,1.2248E4,3.5872E6,2.483E6,1.7204E6,1.2248E4,3.5872E6,2.483E6,1.00:0.02:2.09:1.44,9.55E5,3.0351E6,9.55E5,3.0351E6,1.00:3.18,39768,FBpp0079584
398,517,FBgn0027844,137.84,27,7,7,Carbamidomethylation,1.5607E7,2.517E5,1.9956E7,1.6159E7,8.6764E6,1.0526E5,1.5026E7,1.0429E7,1.00:0.02:1.73:1.20,7.9293E6,1.8058E7,4.3908E6,1.2727E7,1.00:2.90,29953,FBpp0080116
633,1252,FBgn0010078,137.24,51,6,6,Carbamidomethylation; Oxidation (M),1.162E7,9.2902E6,3.3002E7,2.6714E7,1.0073E7,7.2928E6,2.6398E7,2.3807E7,1.00:0.72:2.62:2.36,1.0589E7,2.9858E7,8.6828E6,2.5102E7,1.00:2.89,14937,FBpp0071808
579,1132,FBgn0010411,136.90,32,5,5,Oxidation (M),9.4082E6,6.205E6,2.9565E7,1.7179E7,6.478E6,5.178E6,1.9576E7,1.4072E7,1.00:0.80:3.02:2.17,7.8066E6,2.3372E7,5.828E6,1.6824E7,1.00:2.89,17612,FBpp0085585
1410,1836,FBgn0053056,136.62,12,4,4,Carbamidomethylation,1.5904E6,4.2946E4,3.3697E6,5.0097E6,1.351E6,4.2335E4,3.1006E6,4.7854E6,1.00:0.03:2.30:3.54,8.167E5,4.1897E6,6.9666E5,3.943E6,1.00:5.66,39097,FBpp0077967
951,1306,FBgn0029882,136.41,7,1,1,,0,7.6588E4,1.0516E6,0,0,7.6588E4,1.0516E6,0,-:64.00:64.00:-,7.6588E4,1.0516E6,7.6588E4,1.0516E6,1.00:13.73,25783,FBpp0070953
545,710,FBgn0002787,135.40,19,5,5,,2.7848E6,3.3833E5,3.922E6,3.7704E6,1.7877E6,2.901E5,3.2305E6,3.1966E6,1.00:0.16:1.81:1.79,2.1751E6,4.1926E6,1.6524E6,3.5599E6,1.00:2.15,40711,FBpp0303270
583,509,FBgn0025582,135.26,11,3,3,Oxidation (M),3.9188E6,2.7993E5,6.9577E6,5.083E6,3.9188E6,2.7993E5,6.9577E6,5.083E6,1.00:0.07:1.78:1.30,2.7905E6,6.0203E6,2.7905E6,6.0203E6,1.00:2.16,51162,FBpp0075104
395,1037,FBgn0285952,133.11,64,9,9,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.5971E7,2.4605E7,9.3107E7,6.4318E7,1.7163E7,1.6328E7,5.7351E7,3.784E7,1.00:0.95:3.34:2.20,2.7022E7,7.8713E7,1.6746E7,4.7595E7,1.00:2.84,17591,FBpp0072081
1154,2208,FBgn0052446,132.57,18,2,2,,1.5606E6,8.8741E5,3.5384E6,3.4035E6,1.5606E6,8.8741E5,3.5384E6,3.4035E6,1.00:0.57:2.27:2.18,1.224E6,3.4709E6,1.224E6,3.4709E6,1.00:2.84,9978,FBpp0303150
335,307,FBgn0263740,131.40,30,14,14,Carbamidomethylation,1.9301E7,1.1871E6,1.8382E7,3.9527E7,7.657E6,5.3813E5,9.0458E6,1.584E7,1.00:0.07:1.18:2.07,1.2567E7,2.8954E7,4.0976E6,1.2443E7,1.00:3.04,51485,FBpp0302537
414,1068,FBgn0037874,131.25,48,7,7,Carbamidomethylation; Oxidation (M),2.2099E7,4.8591E5,2.1971E7,3.9765E7,1.7271E7,4.8271E5,1.7785E7,3.2281E7,1.00:0.03:1.03:1.87,1.2768E7,3.142E7,8.8767E6,2.5033E7,1.00:2.82,19637,FBpp0081820
632,1532,FBgn0010348,130.61,30,6,6,Oxidation (M),1.1801E7,9.6511E6,3.4761E7,3.0751E7,8.5706E6,7.4946E6,2.4937E7,2.0248E7,1.00:0.87:2.91:2.36,1.0726E7,3.2756E7,8.0326E6,2.2592E7,1.00:2.81,20688,FBpp0078222
702,1022,FBgn0028833,130.05,23,4,4,,5.6714E6,0,1.0952E7,5.8151E6,4.9278E6,0,9.3406E6,4.4866E6,1.00:0:1.90:0.91,5.6714E6,8.3834E6,4.9278E6,6.9136E6,1.00:1.40,27822,FBpp0084349
1016,2381,FBgn0019936,129.83,28,3,3,Carbamidomethylation,8.9487E6,7.9229E6,2.2179E7,2.5118E7,8.9487E6,7.9229E6,2.2179E7,2.5118E7,1.00:0.89:2.48:2.81,8.4358E6,2.3649E7,8.4358E6,2.3649E7,1.00:2.80,13488,FBpp0083371
175,136,FBgn0041789,129.62,21,8,8,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.5909E7,1.5905E7,4.9816E7,3.3716E7,1.3135E7,1.3151E7,4.284E7,3.0781E7,1.00:1.00:3.26:2.34,1.6193E7,4.3696E7,1.3143E7,3.681E7,1.00:2.80,64687,FBpp0080754
637,558,FBgn0034708,129.58,4,3,3,,5.9571E6,7.7568E6,2.5833E5,4.6387E6,5.9571E6,7.7568E6,2.5833E5,4.6387E6,1.00:1.30:0.04:0.78,6.857E6,2.4485E6,6.857E6,2.4485E6,1.00:0.36,93140,FBpp0071685
467,472,FBgn0031907,129.02,50,13,13,Carbamidomethylation; Oxidation (M),5.8597E7,4.4268E5,9.8194E7,6.0987E7,2.89E7,0,5.2406E7,2.8337E7,1.00:0:1.81:0.98,5.3719E7,7.9591E7,2.89E7,4.0372E7,1.00:1.40,33278,FBpp0291743
833,637,FBgn0029174,128.81,13,6,6,Carbamidomethylation,3.9528E6,2.7295E6,6.7501E6,1.013E7,2.2096E6,1.4153E6,4.4751E6,6.6448E6,1.00:0.64:2.03:3.01,3.5342E6,8.4401E6,2.0055E6,5.56E6,1.00:2.77,48795,FBpp0079468
739,677,FBgn0030608,128.02,20,6,6,Carbamidomethylation,5.2901E6,3.9298E6,1.0861E7,1.1646E7,4.2029E6,2.8919E6,8.8742E6,1.0863E7,1.00:0.69:2.11:2.58,5.413E6,1.1253E7,3.8108E6,9.8685E6,1.00:2.59,38229,FBpp0073784
537,1689,FBgn0005533,127.46,50,6,6,Carbamidomethylation; Oxidation (M); Deamidation (NQ),7.8888E6,6.9416E6,2.6745E7,2.8239E7,6.7619E6,5.4623E6,1.8049E7,1.5878E7,1.00:0.81:2.67:2.35,7.4152E6,2.7492E7,6.1121E6,1.6963E7,1.00:2.78,15285,FBpp0076207
740,1339,FBgn0034968,125.97,35,4,4,Carbamidomethylation,1.2062E7,1.6577E7,4.4598E7,3.5252E7,9.9033E6,1.4667E7,3.8068E7,2.969E7,1.00:1.48:3.84:3.00,1.432E7,4.3318E7,1.2285E7,3.7271E7,1.00:3.03,17674,FBpp0072084
918,780,FBgn0037955,124.76,9,4,4,,4.675E6,9.2262E5,8.7258E6,6.2525E6,3.6523E6,9.2262E5,7.3194E6,5.2312E6,1.00:0.25:2.00:1.43,4.5427E6,7.4891E6,3.5201E6,6.2753E6,1.00:1.78,51202,FBpp0081993
408,2373,FBgn0002593,124.00,71,4,4,Carbamidomethylation,1.3689E7,1.2668E7,4.3279E7,3.7202E7,1.3191E7,1.1809E7,3.5345E7,3.3016E7,1.00:0.90:2.68:2.50,1.3184E7,4.0241E7,1.25E7,3.4181E7,1.00:2.73,11513,FBpp0077716
1049,1500,FBgn0032518,123.94,19,3,3,Carbamidomethylation,9.2208E6,2.8102E6,2.0569E7,1.232E7,9.2208E6,2.8102E6,2.0569E7,1.232E7,1.00:0.30:2.23:1.34,6.0155E6,1.7989E7,6.0155E6,1.7989E7,1.00:2.99,17520,FBpp0080102
905,1057,FBgn0028546,123.18,12,3,3,,2.8413E6,1.0665E6,7.5094E6,3.1384E6,2.8413E6,1.0665E6,7.5094E6,3.1384E6,1.00:0.38:2.64:1.10,1.9539E6,5.3239E6,1.9539E6,5.3239E6,1.00:2.72,31850,FBpp0080089
485,998,FBgn0000181,122.91,57,5,5,Oxidation (M),1.263E7,2.033E5,2.146E7,2.2021E7,1.1849E7,1.8535E5,1.5851E7,1.6899E7,1.00:0.02:1.34:1.43,6.9844E6,2.1741E7,6.4173E6,1.6375E7,1.00:2.55,17738,FBpp0086895
1171,1201,FBgn0010531,121.75,11,2,2,,2.9036E5,2.9846E4,7.6034E5,6.764E5,2.9036E5,2.9846E4,7.6034E5,6.764E5,1.00:0.10:2.62:2.33,2.008E5,7.1837E5,2.008E5,7.1837E5,1.00:3.58,27936,FBpp0290166
